1;fr;Quel objet tient-on en main pour jouer au tennis, que ce soit en simple ou en double ?;Raquette;Perche;Batte;Crosse;Débutant;Les premières raquettes furent utilisées vers 1505 pour éviter aux nobles qui jouaient au jeu de paume de se blesser les mains.;https://fr.wikipedia.org/wiki/Raquette_(sport)
19;fr;Quelle douleur au coude est fréquente chez les joueurs de tennis ?;Tennis elbow;Tennis shadow;Tennis longbow;Tennis middow;Confirmé;Selon la littérature scientifique, les symptômes dureraient en moyenne de 6 mois à 2 ans et récidiveraient dans 26% des cas.;https://fr.wikipedia.org/wiki/Épicondylite
20;fr;En son centre, le filet de tennis doit avoir une hauteur minimale de combien de centimètres ?;91 cm;101 cm;111 cm;121 cm;Confirmé;Le filet doit être de couleur sombre et la bande de filet de couleur blanche avec une dimension de 10 à 13 cm.;https://fr.wikipedia.org/wiki/Tennis#Le_filet
21;fr;Qui a été le premier numéro un mondial lors de la création du classement ATP ?;Ilie Nastase;Jimmy Connors;Björn Borg;Adriano Panatta;Expert;Sur le court, Ilie Nastase n'hésitait ni à amuser le public ni à s'en prendre verbalement à l'arbitre.;https://fr.wikipedia.org/wiki/Ilie_Nastase
22;fr;Qui détient le record de 48 raquettes cassées dans un match de tennis ?;Marat Safin;John McEnroe;Lleyton Hewit;Tommy Haas;Expert;Marat Safin est le seul joueur russe avec Ievgueni Kafelnikov à avoir gagné un tournoi du Grand Chelem.;https://fr.wikipedia.org/wiki/Marat_Safin
23;fr;De quelle maladie souffrait Gabriela Sabatini durant sa carrière de joueuse de tennis ?;Anémie;Anorexie;Aplasie;Arthrose;Expert;Extrêmement précoce, Gabriela Sabatini a remporté au total 27 titres en simple, dont un titre du Grand Chelem.;https://fr.wikipedia.org/wiki/Gabriela_Sabatini
24;fr;Quelle joueuse de tennis sud-africaine était la bête noire de Steffi Graf ?;Amanda Coetzer;Monica Seles;Christ Evert;Gabriela Sabatini;Expert;En 1995, à l'Open du Canada, Amanda Coetzer a éliminé trois joueuses du top 5 : Steffi Graf, Jana Novotna et Mary Pierce.;https://fr.wikipedia.org/wiki/Amanda_Coetzer
25;fr;Qui est la dernière joueuse a avoir battu Justine Henin en tournoi officiel ?;Kuznetsova;Dementieva;Safina;Jankovic;Expert;Malgré un relatif handicap de taille et de poids, Justine Henin fut l'une des joueuses dominantes des années 2003 à 2008.;https://fr.wikipedia.org/wiki/Justine_Henin
26;fr;En quelle année a été créé Wimbledon, le plus vieux tournoi de tennis au monde ?;1877;1897;1887;1867;Expert;Le tournoi de Wimbledon est depuis ses débuts organisé par le All England Lawn Tennis and Croquet Club, un club sportif anglais.;https://fr.wikipedia.org/wiki/Tournoi_de_Wimbledon
27;fr;Quel ancien joueur de tennis était surnommé « le Terrible » ?;Ivan Lendl;John McEnroe;Pete Sampras;Boris Becker;Expert;Le public, notamment français, soutenait peu Ivan Lendl, lui reprochant un côté antipathique.;https://fr.wikipedia.org/wiki/Ivan_Lendl
28;fr;Quelle joueuse de tennis a remporté 64 titres du Grand Chelem ?;Margaret Court;Steffi Graf;Justine Henin;Christ Evert;Expert;Margaret Court s'est ensuite engagée dans une carrière politique locale en Australie-Occidentale.;https://fr.wikipedia.org/wiki/Margaret_Smith_Court
29;fr;Avec quelle marque de raquette joue Roger Federer, professionnel depuis 1998 ?;Wilson;Lacoste;Babolat;Head;Expert;Federer jouait en 2012 avec la raquette Wilson Pro Staff Six.One, caractérisée par sa petite surface de frappe.;https://fr.wikipedia.org/wiki/Roger_Federer
30;fr;Quel joueur de tennis a involontairement causé la mort d'un arbitre par une de ses balles ?;Stephan Edberg;Mats Wilander;Jimmy Connors;John McEnroe;Expert;Stephan Edberg est avec John McEnroe un des deux seuls joueurs à avoir été numéro un mondial en simple et en double messieurs.;https://fr.wikipedia.org/wiki/Stefan_Edberg
31;en;What object is in hand to play tennis, singles or doubles ?;A racket;A pole;A bat;Lacrosse;Beginner;The first rackets were used around 1505 to prevent the nobles who played the game of palm to hurt their hands.;https://en.wikipedia.org/wiki/Racket_(sports_equipment)
32;en;What is the nationality of Roger Federer, one of the greatest tennis players of all time ?;Switzerland;Belgian;French;German;Beginner;Roger Federer is the only player in tennis history to have won five Grand Slam tournaments in a row.;https://en.wikipedia.org/wiki/Roger_Federer
33;en;In tennis, what mighty stunt looks to finish the point ?;Smash;Service;Lift;Reverse;Beginner;In tennis, a player makes a smash after his opponent has offered him an offensive or defensive lob.;
34;en;Which French tennis player can we see in an advertisement of Kinder Bueno ?;Jo-Wilfried Tsonga;Yannick Noah;Gilles Simon;Gaël Monfils;Beginner;The highest rank in the ATP rankings of Jo-Wilfried Tsonga is a fifth place world, reached in February 2012.;https://en.wikipedia.org/wiki/Jo-Wilfried_Tsonga
35;en;In tennis, when a ball bounces off the field, it is said that it is ...;Out;Nothing;False;White;Beginner;When the ball falls into the net, on the side of the player who hit the ball, the point is also awarded to the opponent.;https://en.wikipedia.org/wiki/Tennis
36;en;How are Williams sisters, professional American tennis players ?;Venus and Serena;Martina and Kimi;Sarah and Sabrina;Monica and Steffi;Beginner;Venus and Serena Williams have both been coached by their father, Richard Williams.;https://en.wikipedia.org/wiki/Williams_sisters
37;en;What is the color of the ball used in tennis ?;Yellow;Red;Green;Blue;Beginner;Coated with felt, balls must be yellow or white in official competitions.;https://en.wikipedia.org/wiki/Tennis
38;en;In tennis, when playing doubles, what area of the field is added ?;The corridors;The squares;The lines;The funds;Beginner;For the doubles game, two 1.37 meter lanes are added, thus increasing the width of the court to 10.97 meters.;https://en.wikipedia.org/wiki/Tennis
39;en;Where is the main referee in a tennis match ?;On a chair;In a box;Behind the players;In front of the public;Beginner;The line judge watches over the proper running of the game, the application of the rules and the code of good conduct.;https://en.wikipedia.org/wiki/Referee
40;en;What is the first action taken at the beginning of a tennis match ?;Service;Smash;Stolen;Lift;Beginner;The service must be struck diagonally so that the ball falls into the service square.;https://en.wikipedia.org/wiki/Tennis
41;en;Which of these professional tennis players is the most aged ?;Andre Agassi;Marat Safin;Rafael Nadal;Roger Federer;Confirmed;Andre Agassi has won 60 singles titles on the ATP Tour, including 8 Grand Slam tournaments.;https://en.wikipedia.org/wiki/Andre_Agassi
42;en;In which year did Rafael Nadal win his first Grand Slam ?;2005;2004;2003;2002;Confirmed;Rafael Nadal is considered by many specialists as the best clay player in the history of tennis.;https://en.wikipedia.org/wiki/Rafael_Nadal
43;en;What is the biggest tennis court of the Roland-Garros stadium ?;Philippe-Chartier;Number 1;Suzanne-Lenglen;The Turret;Confirmed;Philippe Chartier was at the head of the French Tennis Federation and the International Tennis Federation.;
44;en;In all four Grand Slam tournaments, each round is played in how many winning sets ?;Three;Two;Four;Five;Confirmed;To achieve the Grand Slam in tennis is to win, the same year, the four major tournaments of the international circuit.;https://en.wikipedia.org/wiki/Grand_Slam_(tennis)
45;en;For men, who is the youngest winner of the Roland Garros tournament ?;Michael Chang;Jim Courier;Thomas Muster;Boris Becker;Confirmed;Michael Chang's best ATP ranking in singles was second in the world on 9 September 1996.;https://en.wikipedia.org/wiki/Michael_Chang
46;en;In tennis, what is the score of the game when the server scores 3 points and the receiver 2 ?;40-30;30-40;3-2;2-3;Confirmed;The possible scores to win a set are: 6/0, 6/1, 6/2, 6/3, 6/4 and 7/5.;https://en.wikipedia.org/wiki/Tennis
47;en;Which of these tennis players has been naturalized in America since 1992 ?;Ivan Lendl;Boris Becker;John McEnroe;Pete Sampras;Confirmed;Lendl has marked the history of tennis by his baseline play, more offensive than those of his predecessors.;https://en.wikipedia.org/wiki/Ivan_Lendl
48;en;Who became at 19 the youngest winner of the US Open tournament ?;Pete Sampras;Andre Agassi;Boris Becker;Roger Federer;Confirmed;Pete Sampras is the only player of the Open era to have completed six seasons in the world rankings.;https://en.wikipedia.org/wiki/Pete_Sampras
49;en;What elbow pain is common among tennis players ?;Tennis elbow;Tennis shadow;Longbow Tennis;Tennis middow;Confirmed;According to the scientific literature, the symptoms would last on average from 6 months to 2 years and would recur in 26% of cases.;https://en.wikipedia.org/wiki/Tennis_elbow
50;en;In its center, the tennis net must have a minimum height of how many centimeters ?;91 cm;101 cm;111 cm;121 cm;Confirmed;The net should be dark in color and the strip of net white with a size of 10 to 13 cm.;https://en.wikipedia.org/wiki/Tennis
51;en;Who was the first number one worldwide when creating the ATP ranking ?;Ilie Nastase;Jimmy Connors;Björn Borg;Adriano Panatta;Expert;On the court, Ilie Nastase did not hesitate to amuse the public or verbally attack the referee.;https://en.wikipedia.org/wiki/Ilie_Nastase
52;en;Who holds the record for 48 broken rackets in a tennis match ?;Marat Safin;John McEnroe;Lleyton Hewit;Tommy Haas;Expert;Marat Safin is the only Russian player with Ievgueni Kafelnikov to have won a Grand Slam tournament.;https://en.wikipedia.org/wiki/Marat_Safin
53;en;What illness did Gabriela Sabatini suffer from during her career as a tennis player ?;Anemia;Anorexia;Aplasia;Osteoarthritis;Expert;Extremely early, Gabriela Sabatini won a total of 27 singles titles including a Grand Slam title.;https://en.wikipedia.org/wiki/Gabriela_Sabatini
54;en;Which South African tennis player was Steffi Graf's black beast ?;Amanda Coetzer;Monica Seles;Christ Evert;Gabriela Sabatini;Expert;In 1995 at the Canada Open, Amanda Coetzer eliminated three top five players: Steffi Graf, Jana Novotna and Mary Pierce.;https://en.wikipedia.org/wiki/Amanda_Coetzer
55;en;Who is the last player to beat Justine Henin in an official tournament ?;Kuznetsova;Dementieva;Safina;Jankovic;Expert;Despite a relative handicap of size and weight, Justine Henin was one of the dominant players of the years 2003 to 2008.;https://en.wikipedia.org/wiki/Justine_Henin
56;en;In which year was Wimbledon, the oldest tennis tournament in the world created ?;1877;1897;1887;1867;Expert;The Wimbledon tournament is since its beginnings organized by the All England Lawn Tennis and Croquet Club, an English sports club.;https://en.wikipedia.org/wiki/The_Championships,_Wimbledon
57;en;What former tennis player was dubbed the Terrible ?;Ivan Lendl;John McEnroe;Pete Sampras;Boris Becker;Expert;The public, especially French, supported little Ivan Lendl, reproaching him on the side unfriendly.;https://en.wikipedia.org/wiki/Ivan_Lendl
58;en;Which tennis player won 64 Grand Slam titles ?;Margaret Court;Steffi Graf;Justine Henin;Christ Evert;Expert;Margaret Court then embarked on a local political career in Western Australia.;https://en.wikipedia.org/wiki/Margaret_Court
59;en;With what brand of racket does Roger Federer play, professional since 1998 ?;Wilson;Lacoste;Babolat;Head;Expert;Federer played in 2012 with the Wilson Pro Staff Six.One racquet, characterized by its small striking surface.;https://en.wikipedia.org/wiki/Roger_Federer
60;en;Which tennis player has unintentionally caused the death of a referee by one of his balls ?;Stephan Edberg;Mats Wilander;Jimmy Connors;John McEnroe;Expert;Stephan Edberg is with John McEnroe one of only two players to be number one in singles and men's singles.;https://en.wikipedia.org/wiki/Stefan_Edberg
61;de;Was ist in der Hand, um Tennis, Einzel oder Doppel zu spielen ?;Ein Schläger;Eine Stange;Eine Fledermaus;Lacrosse;Newbie;Die ersten Schläger wurden um 1505 verwendet, um zu verhindern, dass die Adligen, die Palm spielten, ihre Hände verletzten.;
62;de;Was ist die Nationalität von Roger Federer, einem der größten Tennisspieler aller Zeiten ?;Schweiz;Belgisch;Französisch;Deutsch;Newbie;Roger Federer ist der einzige Spieler in der Tennisgeschichte, der fünf Grand-Slam-Turniere in Folge gewonnen hat.;https://de.wikipedia.org/wiki/Roger_Federer
63;de;Welcher mächtige Stunt sieht im Tennis aus ?;Zerschlagen;Service;Heben;Umkehren;Newbie;Im Tennis macht ein Spieler einen Schlag, nachdem sein Gegner ihm einen Angriffs- oder Defensivschlag angeboten hat.;
64;de;Welchen französischen Tennisspieler können wir in einer Anzeige von Kinder Bueno sehen ?;Jo-Wilfried Tsonga;Yannick Noah;Gilles Simon;Gaël Monfils;Newbie;Der höchste Rang in der ATP-Rangliste von Jo-Wilfried Tsonga ist ein fünfter Platz, der im Februar 2012 erreicht wurde.;https://de.wikipedia.org/wiki/Jo-Wilfried_Tsonga
65;de;Wenn im Tennis ein Ball vom Feld abprallt, heißt es, es sei ...;Out;Nichtig;Blanche;weiß;Newbie;Wenn der Ball auf der Seite des Spielers, der den Ball getroffen hat, ins Netz fällt, wird der Punkt auch dem Gegner zugesprochen.;https://de.wikipedia.org/wiki/Tennis
66;de;Wie geht es Williams-Schwestern, professionellen amerikanischen Tennisspielern ?;Venus und Serena;Martina und Kimi;Sarah und Sabrina;Monica und Steffi;Newbie;Venus und Serena Williams wurden beide von ihrem Vater Richard Williams trainiert.;
67;de;Welche Farbe hat der Ball beim Tennis ?;Gelb;Rot;Grün;Blau;Newbie;Mit Filz beschichtete Bälle müssen bei offiziellen Wettkämpfen gelb oder weiß sein.;
68;de;Welcher Bereich des Feldes wird beim Tennis beim Doppelspielen hinzugefügt ?;Die Korridore;Die Quadrate;Die Zeilen;Die Mittel;Newbie;Für das Doppelspiel werden zwei 1,37 Meter lange Bahnen hinzugefügt, wodurch die Breite des Platzes auf 10,97 Meter erhöht wird.;https://de.wikipedia.org/wiki/Tennis
69;de;Wo ist der Hauptschiedsrichter in einem Tennismatch ?;Auf einem Stuhl;In einer Box;Hinter den Spielern;Vor der Öffentlichkeit;Newbie;Der Linienrichter überwacht den ordnungsgemäßen Ablauf des Spiels, die Anwendung der Regeln und den Verhaltenskodex.;https://de.wikipedia.org/wiki/Schiedsrichter_(Sport)
70;de;Was ist die erste Aktion zu Beginn eines Tennismatches ?;Service;Zerschlagen;Gestohlen;Heben;Newbie;Der Aufschlag muss diagonal getroffen werden, damit der Ball in den Aufschlagplatz fällt.;https://de.wikipedia.org/wiki/Tennis
71;de;Welcher dieser professionellen Tennisspieler ist am meisten alt ?;Andre Agassi;Marat Safin;Rafael Nadal;Roger Federer;Bestätigt;Andre Agassi hat auf der ATP Tour 60 Einzeltitel gewonnen, darunter 8 Grand Slam-Turniere.;https://de.wikipedia.org/wiki/Andre_Agassi
72;de;In welchem Jahr gewann Rafael Nadal seinen ersten Grand Slam ?;2005;2004;2003;2002;Bestätigt;Rafael Nadal wird von vielen Fachleuten als der beste Tonträger in der Geschichte des Tennis angesehen.;https://de.wikipedia.org/wiki/Rafael_Nadal
73;de;Was ist der größte Tennisplatz des Roland-Garros-Stadions ?;Philippe-Chartier;Nummer 1;Suzanne-Lenglen;Der Turm;Bestätigt;Philippe Chartier war an der Spitze des französischen Tennisverbandes und des Internationalen Tennisverbandes.;
74;de;In allen vier Grand-Slam-Turnieren wird jede Runde in wie vielen Gewinnsätzen gespielt ?;Drei;Zwei;Vier;Fünf;Bestätigt;Um den Grand Slam im Tennis zu erreichen, gewinnen im selben Jahr die vier großen Turniere der internationalen Rennstrecke.;https://de.wikipedia.org/wiki/Grand_Slam_(Tennis)
75;de;Wer ist der jüngste Gewinner des Roland Garros-Turniers ?;Michael Chang;Jim Courier;Thomas Muster;Boris Becker;Bestätigt;Das beste ATP-Einzel-Ranking von Michael Chang wurde am 9. September 1996 auf dem zweiten Platz der Welt.;https://de.wikipedia.org/wiki/Michael_Chang
76;de;Wie hoch ist das Spiel beim Tennis, wenn der Server 3 Punkte und der Empfänger 2 Punkte erzielt ?;40-30;30-40;3-2;2-3;Bestätigt;Die möglichen Punkte, um einen Satz zu gewinnen, sind: 6/0, 6/1, 6/2, 6/3, 6/4 und 7/5.;https://de.wikipedia.org/wiki/Tennis
77;de;Welcher dieser Tennisspieler ist seit 1992 in Amerika eingebürgert ?;Ivan Lendl;Boris Becker;John McEnroe;Pete Sampras;Bestätigt;Lendl hat die Geschichte des Tennis durch sein Grundlinienspiel geprägt, das offensiver ist als das seiner Vorgänger.;https://de.wikipedia.org/wiki/Ivan_Lendl
78;de;Wer wurde mit 19 Jahren der jüngste Gewinner des US Open-Turniers ?;Pete Sampras;Andre Agassi;Boris Becker;Roger Federer;Bestätigt;Pete Sampras ist der einzige Spieler der Open-Ära, der sechs Spielzeiten in der Weltrangliste absolviert hat.;https://de.wikipedia.org/wiki/Pete_Sampras
79;de;Welche Ellbogenschmerzen treten bei Tennisspielern häufig auf ?;Tennisbogen;Tennis Schatten;Langbogen Tennis;Tennis middow;Bestätigt;Laut der wissenschaftlichen Literatur dauern die Symptome im Durchschnitt 6 Monate bis 2 Jahre und treten in 26% der Fälle wieder auf.;https://de.wikipedia.org/wiki/Epicondylitis
80;de;In der Mitte muss das Tennisnetz eine Mindesthöhe von wie vielen Zentimetern haben ?;91 cm;101 cm;111 cm;121 cm;Bestätigt;Das Netz sollte dunkel sein und der Netzstreifen weiß mit einer Größe von 10 bis 13 cm.;https://de.wikipedia.org/wiki/Tennis
81;de;Wer war beim Erstellen des ATP-Rankings weltweit die erste Nummer eins ?;Ilie Nastase;Jimmy Connors;Björn Borg;Adriano Panatta;Expert;Auf dem Platz zögerte Ilie Nastase nicht, die Öffentlichkeit zu amüsieren oder den Schiedsrichter verbal anzugreifen.;https://de.wikipedia.org/wiki/Ilie_Nastase
82;de;Wer hält den Rekord für 48 kaputte Schläger in einem Tennismatch ?;Marat Safin;John McEnroe;Lleyton Hewit;Tommy Haas;Expert;Marat Safin ist der einzige russische Spieler mit Ievgueni Kafelnikov, der ein Grand-Slam-Turnier gewonnen hat.;https://de.wikipedia.org/wiki/Marat_Michailowitsch_Safin
83;de;An welcher Krankheit hat Gabriela Sabatini während ihrer Karriere als Tennisspielerin gelitten ?;Anämie;Anorexie;Aplasia;Arthrose;Expert;Sehr früh gewann Gabriela Sabatini insgesamt 27 Einzeltitel, darunter einen Grand Slam-Titel.;https://de.wikipedia.org/wiki/Gabriela_Sabatini
84;de;Welcher südafrikanische Tennisspieler war Steffi Grafs schwarze Bestie ?;Amanda Coetzer;Monica Seles;Christus Evert;Gabriela Sabatini;Expert;Bei den Canada Open eliminierte Amanda Coetzer 1995 die drei besten fünf Spieler: Steffi Graf, Jana Novotna und Mary Pierce.;https://de.wikipedia.org/wiki/Amanda_Coetzer
85;de;Wer ist der letzte Spieler, der Justine Henin in einem offiziellen Turnier besiegt hat ?;Kuznetsova;Dementieva;Safina;Jankovic;Expert;Trotz eines relativen Handicaps in Bezug auf Größe und Gewicht war Justine Henin eine der dominierenden Akteure der Jahre 2003 bis 2008.;https://de.wikipedia.org/wiki/Justine_Henin
86;de;In welchem Jahr wurde Wimbledon, das älteste Tennisturnier der Welt, gegründet ?;1877;1897;1887;1867;Expert;Das Wimbledon-Turnier wird seit seiner Gründung vom All England Lawn Tennis und Croquet Club, einem englischen Sportverein, organisiert.;https://de.wikipedia.org/wiki/Wimbledon_Championships
87;de;Welcher ehemalige Tennisspieler wurde als Terrible bezeichnet ?;Ivan Lendl;John McEnroe;Pete Sampras;Boris Becker;Expert;Das Publikum, besonders das französische, unterstützte den kleinen Ivan Lendl und warf ihm unfreundlich vor.;https://de.wikipedia.org/wiki/Ivan_Lendl
88;de;Welcher Tennisspieler hat 64 Grand-Slam-Titel gewonnen ?;Margaret Court;Steffi Graf;Justine Henin;Christus Evert;Expert;Margaret Court begann dann eine lokale politische Karriere in Westaustralien.;https://de.wikipedia.org/wiki/Margaret_Court
89;de;Mit welcher Schlägerart spielt Roger Federer seit 1998 professionell ?;Wilson;Lacoste;Babolat;Kopf;Expert;Federer spielte 2012 mit dem Wilson Pro Staff Six.One Racket, das sich durch seine kleine Schlagfläche auszeichnet.;https://de.wikipedia.org/wiki/Roger_Federer
90;de;Welcher Tennisspieler hat einen Schiedsrichter unbeabsichtigt durch einen seiner Bälle getötet ?;Stephan Edberg;Mats Wilander;Jimmy Connors;John McEnroe;Expert;Stephan Edberg ist mit John McEnroe einer von nur zwei Spielern, die die Nummer eins bei Singles und bei Männern sind.;https://de.wikipedia.org/wiki/Stefan_Edberg
91;es;¿Qué objeto está en la mano para jugar al tenis, individuales o dobles ?;Una raqueta;Un polo;Un murciélago;Lacrosse;Novato;Las primeras raquetas se usaron alrededor de 1505 para evitar que los nobles que jugaron el juego de la palma se lastimaran las manos.;https://es.wikipedia.org/wiki/Raqueta
92;es;¿Cuál es la nacionalidad de Roger Federer, uno de los mejores tenistas de todos los tiempos ?;Suiza;Belga;Francés;Alemán;Novato;Roger Federer es el único jugador en la historia del tenis que ha ganado cinco torneos de Grand Slam seguidos.;https://es.wikipedia.org/wiki/Roger_Federer
93;es;En el tenis, ¿qué truco poderoso busca para terminar el punto ?;Aplastar;Servicio;Levantar;Revertir;Novato;En el tenis, un jugador hace un gran golpe después de que su oponente le haya ofrecido un lóbulo ofensivo o defensivo.;
94;es;¿Qué tenista francés podemos ver en un anuncio de Kinder Bueno ?;Jo-Wilfried Tsonga;Yannick Noah;Gilles Simon;Gaël Monfils;Novato;El rango más alto en el ranking ATP de Jo-Wilfried Tsonga es un quinto lugar mundial, alcanzado en febrero de 2012.;https://es.wikipedia.org/wiki/Jo-Wilfried_Tsonga
95;es;En el tenis, cuando una pelota rebota en el campo, se dice que es ...;Fuera;Nula;Falso;Blanca;Novato;Cuando la pelota cae en la red, en el lado del jugador que la golpeó, el punto también se otorga al oponente.;https://es.wikipedia.org/wiki/Tenis
96;es;¿Cómo son las hermanas Williams, tenistas profesionales estadounidenses ?;Venus y Serena;Martina y Kimi;Sara y sabrina;Monica y Steffi;Novato;Venus y Serena Williams han sido entrenadas por su padre, Richard Williams.;
97;es;¿Cuál es el color de la pelota utilizada en el tenis ?;Amarillo;Rojo;Verde;Azul;Novato;Cubiertas con fieltro, las pelotas deben ser amarillas o blancas en las competiciones oficiales.;https://es.wikipedia.org/wiki/Tenis
98;es;En el tenis, cuando se juega dobles, ¿qué área del campo se agrega ?;Los pasillos;Las plazas;Las lineas;Los fondos;Novato;Para el juego de dobles, se agregan dos carriles de 1.37 metros, lo que aumenta el ancho de la cancha a 10.97 metros.;https://es.wikipedia.org/wiki/Tenis
99;es;¿Dónde está el árbitro principal en un partido de tenis ?;En una silla;En una caja;Detrás de los jugadores;En frente del público;Novato;El juez de línea vigila el buen funcionamiento del juego, la aplicación de las reglas y el código de buena conducta.;https://es.wikipedia.org/wiki/Árbitro_(deporte)
100;es;¿Cuál es la primera acción tomada al comienzo de un partido de tenis ?;Servicio;Aplastar;Robado;Levantar;Novato;El servicio debe ser golpeado diagonalmente para que la bola caiga en la plaza de servicio.;https://es.wikipedia.org/wiki/Tenis
101;es;¿Cuál de estos tenistas profesionales es el más envejecido ?;Andre Agassi;Marat Safin;Rafael nadal;Roger Federer;Confirmado;Andre Agassi ha ganado 60 títulos individuales en el ATP Tour, incluidos 8 torneos de Grand Slam.;https://es.wikipedia.org/wiki/Andre_Agassi
102;es;¿En qué año ganó Rafael Nadal su primer Grand Slam ?;2005;2004;2003;2002;Confirmado;Rafael Nadal es considerado por muchos especialistas como el mejor jugador de arcilla en la historia del tenis.;https://es.wikipedia.org/wiki/Rafael_Nadal
