1;fr;Quel est le prénom du chanteur pop-rock français De Palmas ?;Gérald;Gérard;Jérôme;Jérémy;Débutant;Gérald Gardrinier, né à La Réunion, a choisi pour nom de scène celui de sa grand-mère maternelle, Roxane de Palmas.;https://fr.wikipedia.org/wiki/Gérald_de_Palmas
12;fr;Quel était le prénom de Mussolini, homme d'État italien mort en 1945 ?;Benito;Antonio;Hidalgo;Sergio;Confirmé;Musolini est couramment désigné par le terme Duce, mot italien dérivé du latin Dux et signifiant Chef ou Guide.;https://fr.wikipedia.org/wiki/Benito_Mussolini
13;fr;Quel héros de cinéma, créé par un inventeur, possède des mains d'argent ?;Edward;Robert;Dylan;Kevin;Confirmé;Le projet sera fortement accéléré à la suite du succès commercial remporté par « Batman » (1989), le précédent film de Tim Burton.;https://fr.wikipedia.org/wiki/Edward_aux_mains_d'argent
14;fr;Quelle lycéenne de série télé s'est longtemps battu contre les vampires ?;Buffy;Joyce;Angel;Tara;Confirmé;Figure centrale de la série, principal facteur de popularité du personnage, Buffy Summers est une lycéenne tueuse de vampires.;https://fr.wikipedia.org/wiki/Buffy_Summers
15;fr;Qui incarne la méchante dans la série télévisée « La petite maison dans la prairie » ?;Nellie;Laura;Marie;Stella;Confirmé;Elle est interprétée dans la série par l'actrice américaine Alison Arngrim, qui reprendra ce rôle dans un spectacle humoristique.;https://fr.wikipedia.org/wiki/Nellie_Oleson
16;fr;Qui était la petite fille des montagnes de notre enfance ?;Heidi;Candy;Maguy;Cosby;Confirmé;Un village du nom de Hokuto, à deux heures de Tokyo, reproduit le cadre et l'architecture, version suisse, de celui d'Heidi.;https://fr.wikipedia.org/wiki/Heidi_(série_télévisée_d'animation)
17;fr;Comment se prénomme la belle brune de la saga de science-fiction « Matrix » ?;Trinity;Riddick;Clara;Billie;Confirmé;Cette hackeuse qui utilise le pseudonyme de Trinity (Trinité), qui n'est pas son véritable nom, est incarnée par Carrie-Anne Moss.;https://fr.wikipedia.org/wiki/Trinity_(Matrix)
18;fr;Quelle chanteuse surnommée Lady Day représente le jazz américain ?;Billie;Ella;Nina;Sarah;Confirmé;Avec Ella Fitzgerald, Nina Simone, Sarah Vaughan et Amy Winehouse, Billie Holiday représente le jazz vocal.;https://fr.wikipedia.org/wiki/Billie_Holiday
19;fr;Comment se prénomme la plus grande gymnaste de tout les temps ?;Nadia;Yelena;Larissa;Simona;Confirmé;Nadia Comaneci a donné une dimension populaire et médiatique inégalée à la gymnastique, avec une note parfaite de 10.;https://fr.wikipedia.org/wiki/Nadia_Comaneci
20;fr;Qui représente la véritable énigme des « Contes de Mille et Une Nuits » ?;Shéhérazade;Vernyhora;Titania;Loathly;Confirmé;Le noyau de ces histoires et contes est formé par un ancien livre persan nommé « Hezar-afsana » (Les Mille contes).;https://fr.wikipedia.org/wiki/Shéhérazade
21;fr;Comment se prénomme la première fille de David Hallyday et Estelle Lefébure ?;Ilona;Emma;Julia;Anna;Expert;Le 17 mai 1995, elle donne naissance à sa première fille, Ilona, puis le 13 septembre 1997 naît sa deuxième fille, Emma.;https://fr.wikipedia.org/wiki/Estelle_Lefébure
22;fr;Quel est le véritable prénom du présentateur de télévision Arthur ?;Jacques;Pierre;Luc;Marc;Expert;Jacques Essebag, plus connu sous le pseudonyme d'Arthur, est né le 10 mars 1966 à Casablanca, au Maroc.;https://fr.wikipedia.org/wiki/Arthur_(animateur)
23;fr;Quel est le prénom du capitaine français de « Star trek:NextGen » ?;Jean-Luc;Jean-Pierre;Jean-Charles;Jean-Marc;Expert;Picard a commandé le Stargazer (2333-2355), l'Enterprise-D (2363-2371) et l'Enterprise-E (2372-) à la fin du XXIVe siècle.;https://fr.wikipedia.org/wiki/Jean-Luc_Picard
24;fr;Quel prénom est associé à « Madame Bovary » de Gustave Flaubert ?;Emma;Sarah;Diana;Laura;Expert;Emma Rouault, fille d'un riche fermier, a été élevée dans un couvent et rêve d'une vie mondaine comme les princesses des romans.;https://fr.wikipedia.org/wiki/Madame_Bovary
25;fr;À quel prénom féminin vous fait penser « Autant en emporte le vent » ?;Scarlett;Bridget;Elisabeth;Babeth;Expert;« Autant en emporte le vent » est un roman écrit par Margaret Mitchell narrant la désillusion de Scarlett O'Hara.;https://fr.wikipedia.org/wiki/Autant_en_emporte_le_vent
26;fr;Les quatre filles du docteur March sont Amy, Beth, Joséphine et...;Margarett;Laura;Nelly;Barbara;Expert;« Les Quatre Filles du docteur March » est un roman de la femme de lettres américaine Louisa May Alcott, publié en 1868.;https://fr.wikipedia.org/wiki/Les_Quatre_Filles_du_docteur_March
27;fr;Quel prénom est commun à Vanessa Paradis et Serge Gainsbourg ?;Élisa;Barbara;Cassandra;Johanna;Expert;« Élisa » est une chanson de Serge Gainsbourg de 1969 (co-écrite avec Michel Colombier) dont il existe deux versions distinctes.;https://fr.wikipedia.org/wiki/Élisa_(chanson)
28;fr;Qui est incarné par Orlando Bloom dans « Le Seigneur des Anneaux » ?;Legolas;Aragorn;Gimli;Boromir;Expert;Fils de Thranduil, le roi des Elfes, Legolas Vertefeuille se fit connaître lors du Conseil d'Elrond en 3018 du Troisième Âge.;https://fr.wikipedia.org/wiki/Legolas
29;fr;Outre César, quel prénom masculin est souvent associé à Marcel Pagnol ?;Marius;Artus;Janus;Titus;Expert;La « Trilogie marseillaise » est l'appellation générique donnée aux trois pièces de théâtre de Marcel Pagnol, « Marius », « Fanny » et « César ».;https://fr.wikipedia.org/wiki/Trilogie_marseillaise
30;fr;Quelle grande primatologue s'est installé au Parc National de Gombe ?;Jane;Ursula;Dina;Sally;Expert;Jane Goodall est la première à avoir observé et rapporté que les chimpanzés utilisent des outils pour s'alimenter.;https://fr.wikipedia.org/wiki/Jane_Goodall
1;en;What is the name of French pop-rock singer De Palmas ?;Gerald;Gerard;Jerome;Jeremy;Débutant;Gérald de Palmas chose for his stage name that of his maternal grandmother, Roxane de Palmas.;https://en.wikipedia.org/wiki/Gérald_de_Palmas
2;en;What is the name of the father of Canadian-British actor Kiefer Sutherland ?;Donald;Mickey;Pluto;Popeye;Débutant;Donald Sutherland held his first film role in 1964 in an Italian horror film, « Il castello dei morti vivi ».;https://en.wikipedia.org/wiki/Donald_Sutherland
3;en;What name do Canadian actors Gosling and Reynolds share ?;Ryan;Brian;Alan;Evan;Débutant;Since September 2011, Ryan Gosling lives with actress Eva Mendes, with whom he had two daughters, Esmeralda and Amada.;https://en.wikipedia.org/wiki/Ryan_Gosling
4;en;What is the name of the famous Portuguese football player Ronaldo ?;Cristiano;Antonio;Benito;Joao;Débutant;Considered one of the best players in the world, Ronaldo won the Golden Ball in 2008, 2013, 2014, 2016 and 2017.;https://en.wikipedia.org/wiki/Cristiano_Ronaldo
5;en;What is the name of the father of the Simpson family, present on our screens since 1989 ?;Homer;Bart;Abraham;Herbert;Débutant;Homer appeared for the first time on television with his family in the short film « Good Night », on April 19, 1987.;https://en.wikipedia.org/wiki/Homer_Simpson
6;en;How is the proud owner of Bubba Gump shrimp ?;Forrest;Dan;Benjamin;Winston;Débutant;The story of Forrest Gump merges with that of the United States from the 1950s to the 1980s.;https://en.wikipedia.org/wiki/Forrest_Gump_(character)
7;en;Which female character is present in « Notre-Dame de Paris » ?;Esmeralda;Samantha;Antoniona;Cassandra;Débutant;Gypsy dancer, a 16-year-old girl, Esmeralda wanders in the streets of Paris and performs tricks on her goat Djali.;https://en.wikipedia.org/wiki/Esmeralda_(The_Hunchback_of_Notre-Dame)
8;en;How is the hero of the movies of the saga « Mission Impossible » ?;Ethan;Luther;Jim;Owen;Débutant;Ethan Matthew Hunt is the main character in the series of films « Mission Impossible ».;https://en.wikipedia.org/wiki/Ethan_Hunt
9;en;What lone killer was embodied in cinematography by Jean Reno ?;Leon;Gaston;Odilon;Simon;Débutant;Sixth feature film directed by Besson, « Léon » traces the life of a hired killer of the same name, living alone in New York.;https://en.wikipedia.org/wiki/Léon:_The_Professional
10;en;Who is Thelma's companion in a Ridley Scott movie ?;Louise;Geena;Susan;Bethy;Débutant;« Thelma and Louise » is an American film made by Ridley Scott in 1991 that received the Oscar for Best Screenplay.;https://en.wikipedia.org/wiki/Thelma_et_Louise
11;en;What was the name of Vivaldi, composer of genius of the Baroque period ?;Antonio;Rodrigo;Amerigo;Lissandro;Confirmé;The four concertos known as « The Four Seasons » are among the most popular in the classical repertory.;
12;en;What was the name of Mussolini, an Italian statesman who died in 1945 ?;Benito;Antonio;Hidalgo;Sergio;Confirmé;Musolini is commonly referred to as Duce, an Italian word derived from the Latin Dux meaning Chef or Guide.;https://en.wikipedia.org/wiki/Benito_Mussolini
13;en;What film heroes, created by an inventor, have silver hands ?;Edward;Robert;Dylan;Kevin;Confirmé;The project will be greatly accelerated following the commercial success won by « Batman » (1989), Tim Burton's previous film.;https://en.wikipedia.org/wiki/Edward_Scissorhands
14;en;What high school TV serial has long fought against vampires ?;Buffy;Joyce;Angel;Tara;Confirmé;Central figure of the series, the main factor of popularity of the character, Buffy Summers is a schoolgirl killer vampires.;https://en.wikipedia.org/wiki/Buffy_Summers
15;en;Who embodies the magic in the TV series « The little house in the meadow » ?;Nellie;Laura;Marie;Stella;Confirmé;She is portrayed in the series by American actress Alison Arngrim, who will take over this role in a humorous show.;https://en.wikipedia.org/wiki/Nellie_Oleson
16;en;Who was the little mountain girl of our childhood ?;Heidi;Candy;Maguy;Cosby;Confirmé;A village called Hokuto, two hours from Tokyo, reproduces the frame and architecture, Swiss version, of Heidi.;
17;en;How is the beautiful brunette in the saga of science fiction « Matrix » ?;Trinity;Riddick;Clara;Billie;Confirmé;This hacker who uses the pseudonym Trinity (Trinity), which is not her real name, is embodied by Carrie-Anne Moss.;https://en.wikipedia.org/wiki/Trinity_(The_Matrix)
18;en;Which singer nicknamed Lady Day represents American jazz ?;Billie;Ella;Nina;Sarah;Confirmé;With Ella Fitzgerald, Nina Simone, Sarah Vaughan and Amy Winehouse, Billie Holiday represents vocal jazz.;https://en.wikipedia.org/wiki/Billie_Holiday
19;en;What is the name of the greatest gymnast of all time ?;Nadia;Yelena;Larissa;Simona;Confirmé;Nadia Comaneci gave a popular and mediatic dimension unequaled in gymnastics, with a perfect score of 10.;
20;en;Who represents the true enigma of « Tales of Thousand and One Nights » ?;Sheherazade;Vernyhora;Titania;Loathly;Confirmé;The core of these stories is formed by an ancient Persian book named « Hezar-afsana » (The Thousand Tales).;https://en.wikipedia.org/wiki/Scheherazade
21;en;How is the first daughter of David Hallyday and Estelle Lefebure ?;Ilona;Emma;Julia;Anna;Expert;On May 17, 1995, she gave birth to her first daughter, Ilona, and on September 13, 1997 was born her second daughter, Emma.;https://en.wikipedia.org/wiki/Estelle_Lefébure
22;en;What is the real name of the TV presenter Arthur ?;Jacques;Pierre;Luc;Marc;Expert;Jacques Essebag, better known under the pseudonym Arthur, was born on March 10, 1966 in Casablanca, Morocco.;https://en.wikipedia.org/wiki/Arthur_(TV_presenter)
23;en;What is the name of the French captain of « Star trek: NextGen » ?;Jean-Luc;Jean-Pierre;Jean-Charles;Jean-Marc;Expert;Picard commissioned the Stargazer (2333-2355), the Enterprise-D (2363-2371) and the Enterprise-E (2372-) at the end of the twenty-eighth century.;https://en.wikipedia.org/wiki/Jean-Luc_Picard
24;en;Which name is associated with « Madame Bovary » by Gustave Flaubert ?;Emma;Sarah;Diana;Laura;Expert;Emma Rouault, daughter of a rich farmer, was raised in a convent and dreamed of a worldly life like the princesses of the novels.;https://en.wikipedia.org/wiki/Madame_Bovary
25;en;What feminine name makes you think « Gone with the wind ? »;Scarlett;Bridget;Elisabeth;Babeth;Expert;« Gone With The Wind » is a novel written by Margaret Mitchell narrating the delusion of Scarlett O'Hara.;https://en.wikipedia.org/wiki/Gone_with_the_Wind_(novel)
26;en;Dr. March's four daughters are Amy, Beth, Josephine and...;Margarett;Laura;Nelly;Barbara;Expert;« The Four Girls of Dr. March » is a novel by the American writer Louisa May Alcott, published in 1868.;https://en.wikipedia.org/wiki/Little_Women
27;en;What is the name of Vanessa Paradis and Serge Gainsbourg ?;Elisa;Barbara;Cassandra;Johanna;Expert;« Élisa » is a Serge Gainsbourg song of 1969 (co-written with Michel Colombier) of which there are two distinct versions.;
28;en;Who is Orlando Bloom in « The Lord of the Rings » ?;Legolas;Aragorn;Gimli;Boromir;Expert;Son of Thranduil, the King of the Elves, Legolas Vertefeuille became known at the Elrond Council in 3018 of the Third Age.;https://en.wikipedia.org/wiki/Legolas
29;en;Besides Cesar, which male leader is often associated with Marcel Pagnol ?;Marius;Artus;Janus;Titus;Expert;The « Marseille Trilogy » is the generic name given to Marcel Pagnol's three plays, « Marius », « Fanny » and « César ».;
30;en;Which great primatologist settled in Gombe National Park ?;Jane;Ursula;Dina;Sally;Expert;Jane Goodall is the first to have observed and reported that chimpanzees use tools to feed themselves.;https://en.wikipedia.org/wiki/Jane_Goodall
1;de;Wie heißt der französische Pop-Rock-Sänger De Palmas ?;Gerald;Gerard;Jerome;Jeremy;Débutant;Gérald de Palmas wählte als Künstlernamen den Namen seiner Großmutter mütterlicherseits, Roxane de Palmas.;https://de.wikipedia.org/wiki/Gérald_de_Palmas
2;de;Wie heißt der Vater des kanadisch-britischen Schauspielers Kiefer Sutherland ?;Donald;Mickey;Pluto;Popeye;Débutant;Donald Sutherland hatte 1964 seine erste Filmrolle in einem italienischen Horrorfilm, « Il castello dei morti vivi ».;https://de.wikipedia.org/wiki/Donald_Sutherland
3;de;Welchen Namen teilen die kanadischen Schauspieler Gosling und Reynolds ?;Ryan;Brian;Alan;Evan;Débutant;Ryan Gosling lebt seit September 2011 mit der Schauspielerin Eva Mendes zusammen, mit der er zwei Töchter hatte, Esmeralda und Amada.;https://de.wikipedia.org/wiki/Ryan_Gosling
4;de;Wie heißt der berühmte portugiesische Fußballspieler Ronaldo ?;Cristiano;Antonio;Benito;Joao;Débutant;Ronaldo gilt als einer der besten Spieler der Welt und gewann den Goldenen Ball in den Jahren 2008, 2013, 2014, 2016 und 2017.;https://de.wikipedia.org/wiki/Cristiano_Ronaldo
5;de;Wie heißt der Vater der Familie Simpson, der seit 1989 auf unseren Bildschirmen zu sehen ist ?;Homer;Bart;Abraham;Herbert;Débutant;Am 19. April 1987 war Homer zum ersten Mal mit seiner Familie im Fernsehen in dem Kurzfilm « Good Night » zu sehen.;https://de.wikipedia.org/wiki/Homer_Simpson
6;de;Wie ist der stolze Besitzer von Bubba Gump Shrimps ?;Forrest;Dan;Benjamin;Winston;Débutant;Die Geschichte von Forrest Gump verschmilzt mit der der Vereinigten Staaten von 1950 bis 1980.;
7;de;Welche weibliche Figur ist in « Notre-Dame de Paris » vertreten ?;Esmeralda;Samantha;Antoniona;Cassandra;Débutant;Die 16-jährige Gypsy-Tänzerin Esmeralda wandert durch die Straßen von Paris und macht Tricks mit ihrem Ziegen-Djali.;
8;de;Wie ist der Held der Filme der Saga « Mission Impossible » ?;Ethan;Luther;Jim;Owen;Débutant;Ethan Matthew Hunt ist die Hauptfigur in der Filmreihe « Mission Impossible ».;
9;de;Welcher Einzelkiller wurde von Jean Reno in der Kinematographie verkörpert ?;Leon;Gaston;Odilon;Simon;Débutant;Der sechste Spielfilm von Besson, « Léon », zeichnet das Leben eines gleichnamigen Auftragsmörders nach, der allein in New York lebt.;https://de.wikipedia.org/wiki/Léon_ ?_Der_Profi
10;de;Wer ist Thelmas Begleiter in einem Film von Ridley Scott ?;Louise;Geena;Susan;Bethy;Débutant;« Thelma und Louise » ist ein amerikanischer Film, der 1991 von Ridley Scott gedreht wurde und den Oscar für das beste Drehbuch erhielt.;https://de.wikipedia.org/wiki/Thelma_et_Louise
11;de;Wie hieß Vivaldi, Komponist des Genies der Barockzeit ?;Antonio;Rodrigo;Amerigo;Lissandro;Confirmé;Die vier als « The Four Seasons » bekannten Konzerte gehören zu den beliebtesten im klassischen Repertoire.;
12;de;Wie hieß Mussolini, ein 1945 verstorbener italienischer Staatsmann ?;Benito;Antonio;Hidalgo;Sergio;Confirmé;Musolini wird allgemein als Duce bezeichnet, ein italienisches Wort, das vom lateinischen Dux abgeleitet ist und Chef oder Führer bedeutet.;https://de.wikipedia.org/wiki/Benito_Mussolini
13;de;Welche von einem Erfinder geschaffenen Filmhelden haben silberne Hände ?;Edward;Robert;Dylan;Kevin;Confirmé;Das Projekt wird nach dem kommerziellen Erfolg von « Batman » (1989), dem vorherigen Film von Tim Burton, erheblich beschleunigt.;https://de.wikipedia.org/wiki/Edward_mit_den_Scherenhänden
14;de;Welche Fernsehserie der High School hat lange gegen Vampire gekämpft ?;Buffy;Joyce;Engel;Tara;Confirmé;Die Hauptfigur der Serie, Buffy Summers, ist ein Schulmädchen-Killervampir.;
15;de;Wer verkörpert die Magie in der Fernsehserie « Das kleine Haus auf der Wiese » ?;Nellie;Laura;Marie;Stella;Confirmé;Sie wird in der Serie von der amerikanischen Schauspielerin Alison Arngrim porträtiert, die diese Rolle in einer humorvollen Show übernehmen wird.;
16;de;Wer war das kleine Bergmädchen unserer Kindheit ?;Heidi;Süßigkeiten;Maguy;Cosby;Confirmé;Ein Dorf namens Hokuto, zwei Stunden von Tokio entfernt, reproduziert den Rahmen und die Architektur der Schweizer Version von Heidi.;
17;de;Wie ist die schöne Brünette in der Science-Fiction-Saga « Matrix » ?;Trinity;Riddick;Clara;Billie;Confirmé;Dieser Hacker, der das Pseudonym Trinity (Trinity) verwendet, was nicht ihr richtiger Name ist, wird von Carrie-Anne Moss verkörpert.;
18;de;Welche Sängerin mit dem Spitznamen Lady Day repräsentiert amerikanischen Jazz ?;Billie;Ella;Nina;Sarah;Confirmé;Mit Ella Fitzgerald, Nina Simone, Sarah Vaughan und Amy Winehouse repräsentiert Billie Holiday Vocal Jazz.;https://de.wikipedia.org/wiki/Billie_Holiday
19;de;Wie heißt der größte Turner aller Zeiten ?;Nadia;Yelena;Larissa;Simona;Confirmé;Nadia Comaneci gab eine populäre und mediale Dimension, die in der Gymnastik mit einer perfekten Punktzahl von 10 unerreicht war.;
20;de;Wer repräsentiert das wahre Rätsel von « Tausendundeiner Nacht » ?;Sheherazade;Vernyhora;Titania;Abscheulich;Confirmé;Den Kern dieser Geschichten bildet ein altes persisches Buch mit dem Namen « Hezar-afsana » (The Thousand Tales).;https://de.wikipedia.org/wiki/Scheherazade
21;de;Wie geht es der ersten Tochter von David Hallyday und Estelle Lefebure ?;Ilona;Emma;Julia;Anna;Expert;Am 17. Mai 1995 brachte sie ihre erste Tochter, Ilona, zur Welt, und am 13. September 1997 wurde ihre zweite Tochter, Emma, geboren.;
22;de;Wie heißt eigentlich der TV-Moderator Arthur ?;Jacques;Pierre;Luc;Marc;Expert;Jacques Essebag, besser bekannt unter dem Pseudonym Arthur, wurde am 10. März 1966 in Casablanca, Marokko geboren.;
23;de;Wie heißt der französische Kapitän von « Star Trek: NextGen » ?;Jean-Luc;Jean-Pierre;Jean-Charles;Jean-Marc;Expert;Ende des achtundzwanzigsten Jahrhunderts gab Picard den Stargazer (2333-2355), den Enterprise-D (2363-2371) und den Enterprise-E (2372-) in Auftrag.;https://de.wikipedia.org/wiki/Figuren_im_Star-Trek-Universum#Captain_Jean-Luc_Picard
24;de;Welcher Name wird mit « Madame Bovary » von Gustave Flaubert in Verbindung gebracht ?;Emma;Sarah;Diana;Laura;Expert;Emma Rouault, Tochter eines reichen Bauern, wuchs in einem Kloster auf und träumte von einem weltlichen Leben wie die Prinzessinnen der Romane.;https://de.wikipedia.org/wiki/Madame_Bovary
25;de;Welcher weibliche Name lässt Sie denken, « Vom Winde verweht ? »;Scarlett;Bridget;Elisabeth;Babeth;Expert;« Vom Winde verweht » ist ein Roman von Margaret Mitchell, der den Wahn von Scarlett O'Hara erzählt.;https://de.wikipedia.org/wiki/Vom_Winde_verweht
26;de;Die vier Töchter von Dr. March sind Amy, Beth, Josephine und...;Margarett;Laura;Nelly;Barbara;Expert;« Die vier Mädchen von Dr. March » ist ein Roman der amerikanischen Schriftstellerin Louisa May Alcott, der 1868 veröffentlicht wurde.;https://de.wikipedia.org/wiki/Little_Women_(Roman)
27;de;Wie heißen Vanessa Paradis und Serge Gainsbourg ?;Elisa;Barbara;Cassandra;Johanna;Expert;« Élisa » ist ein Lied von Serge Gainsbourg aus dem Jahr 1969 (gemeinsam mit Michel Colombier geschrieben), von dem es zwei verschiedene Versionen gibt.;
28;de;Wer ist Orlando Bloom in « Der Herr der Ringe » ?;Legolas;Aragorn;Gimli;Boromir;Expert;Legolas Vertefeuille, der Sohn von Thranduil, dem König der Elfen, wurde 3018 im Dritten Zeitalter im Elrond-Konzil bekannt.;https://de.wikipedia.org/wiki/Figuren in Tolkiens Welt#Legolas
29;de;Welcher männliche Anführer wird neben Cesar oft mit Marcel Pagnol in Verbindung gebracht ?;Marius;Artus;Janus;Titus;Expert;Die « Marseille-Trilogie » ist der Oberbegriff für die drei Stücke von Marcel Pagnol, « Marius », « Fanny » und « César ».;
30;de;Welcher große Primatologe hat sich im Gombe-Nationalpark niedergelassen ?;Jane;Ursula;Dina;Sally;Expert;Jane Goodall hat als erste beobachtet und berichtet, dass Schimpansen Werkzeuge verwenden, um sich selbst zu ernähren.;https://de.wikipedia.org/wiki/Jane_Goodall
1;es;¿Cómo se llama el cantante francés de pop-rock De Palmas ?;Gerald;Gerard;Jerome;Jeremy;Débutant;Gérald de Palmas eligió por su nombre artístico el de su abuela materna, Roxane de Palmas.;https://es.wikipedia.org/wiki/Gérald_de_Palmas
2;es;¿Cómo se llama el padre del actor canadiense-británico Kiefer Sutherland ?;Donald;Mickey;Plutón;Popeye;Débutant;Donald Sutherland realizó su primer papel en el cine en 1964 en una película de terror italiana, « Il castello dei morti vivi ».;https://es.wikipedia.org/wiki/Donald_Sutherland
3;es;¿Qué nombre comparten los actores canadienses Gosling y Reynolds ?;Ryan;Brian;Alan;Evan;Débutant;Desde septiembre de 2011, Ryan Gosling vive con la actriz Eva Mendes, con quien tuvo dos hijas, Esmeralda y Amada.;https://es.wikipedia.org/wiki/Ryan_Gosling
4;es;¿Cómo se llama el famoso futbolista portugués Ronaldo ?;Cristiano;Antonio;Benito;Joao;Débutant;Considerado uno de los mejores jugadores del mundo, Ronaldo ganó el Balón de Oro en 2008, 2013, 2014, 2016 y 2017.;https://es.wikipedia.org/wiki/Cristiano_Ronaldo
5;es;¿Cómo se llama el padre de la familia Simpson, presente en nuestras pantallas desde 1989 ?;Homero;Bart;Abraham;Herbert;Débutant;Homer apareció por primera vez en televisión con su familia en el cortometraje « Good Night », el 19 de abril de 1987.;https://es.wikipedia.org/wiki/Homer_Simpson
6;es;¿Cómo es el orgulloso dueño del camarón Bubba Gump ?;Forrest;Dan;Benjamin;Winston;Débutant;La historia de Forrest Gump se fusiona con la de los Estados Unidos desde la década de 1950 hasta la de 1980.;https://es.wikipedia.org/wiki/Forrest_Gump_(personaje)
7;es;¿Qué personaje femenino está presente en « Notre-Dame de Paris » ?;Esmeralda;Samantha;Antoniona;Cassandra;Débutant;La bailarina gitana, una niña de 16 años, Esmeralda deambula por las calles de París y hace trucos a su cabra Djali.;https://es.wikipedia.org/wiki/Esmeralda_(personaje)
8;es;¿Cómo es el héroe de las películas de la saga « Misión imposible » ?;Ethan;Lutero;Jim;Owen;Débutant;Ethan Matthew Hunt es el personaje principal de la serie de películas « Misión imposible ».;https://es.wikipedia.org/wiki/Ethan_Hunt
9;es;¿Qué asesino solitario fue encarnado en la cinematografía por Jean Reno ?;Leon;Gaston;Odilon;Simon;Débutant;Sexto largometraje dirigido por Besson, « Léon » narra la vida de un asesino a sueldo del mismo nombre que vive solo en Nueva York.;https://es.wikipedia.org/wiki/Léon
10;es;¿Quién es el compañero de Thelma en una película de Ridley Scott ?;Louise;Geena;Susan;Bethy;Débutant;« Thelma and Louise » es una película estadounidense realizada por Ridley Scott en 1991 que recibió el Oscar al mejor guión.;https://es.wikipedia.org/wiki/Thelma_et_Louise
11;es;¿Cómo se llamaba Vivaldi, compositor de genios de la época barroca ?;Antonio;Rodrigo;Amerigo;Lissandro;Confirmé;Los cuatro conciertos conocidos como « The Four Seasons » se encuentran entre los más populares en el repertorio clásico.;
12;es;¿Cómo se llamaba Mussolini, un estadista italiano que murió en 1945 ?;Benito;Antonio;Hidalgo;Sergio;Confirmé;Musolini se conoce comúnmente como Duce, una palabra italiana derivada del latín Dux que significa Chef o Guía.;https://es.wikipedia.org/wiki/Benito_Mussolini
13;es;¿Qué héroes del cine, creados por un inventor, tienen manos plateadas ?;Edward;Robert;Dylan;Kevin;Confirmé;El proyecto se acelerará enormemente luego del éxito comercial obtenido por « Batman » (1989), la película anterior de Tim Burton.;https://es.wikipedia.org/wiki/Edward_Scissorhands
