1;fr;Dans quelle émission Mike Horn a-t-il accompagné une célébrité en pleine nature ?;À l'état sauvage;Pékin Express;Nouvelle Star;X Factor;Débutant;Il s'agit de l'adaptation française de l'émission américaine Running Wild with Bear Grylls, diffusée sur NBC depuis 2014.;https://fr.wikipedia.org/wiki/À_l'état_sauvage
31;en;In which of these programs did Mike Horn accompany a person in the wilderness ?;In the wild state;Express Express;New Star;X Factor;Beginner;This is the French adaptation of the American Running Wild with Bear Grylls, aired on NBC since 2014.;
32;en;How was Mike Horn's wife named, met in 1990 and now deceased ?;Cathy;Marie;Sophie;Sandra;Beginner;A native of New Zealand, a nurse by training, Cathy met her future lover in a Château-d'Oex café in 1990.;https://en.wikipedia.org/wiki/Mike_Horn
33;en;What name did Mike Horn give to his world tour by the ecuador ?;Latitude Zero;Ground Zero;Cape Zero;Land Zero;Beginner;On an idea of ??Mick Regener, Mike Horn will travel more than 40,000 km from June 1999 to October 2000 without motorized transport.;https://en.wikipedia.org/wiki/Mike_Horn
34;en;In which expedition did Mike Horn travel around the world through the Arctic Circle ?;Arktos;Free to Run;Fabuloso;Taris;Beginner;During a preliminary expedition to reach the North Pole, Mike Horn was forced to abandon because of frostbite on his hands.;
35;en;With which celebrity Mike Horn has he traveled the jungle of Sri Lanka ?;Mr Pokora;Michaël Youn;Shy'm;Laure Manaudou;Beginner;For four days, they had to hunt, fish and build makeshift shelters to make up for the absence of any human life.;
36;en;What docu-adventure is Mike Horn presenting on M6 since 2015 ?;The Island;Dropped;Express Express;Koh-Lanta;Beginner;A group of individuals must try to survive without help on a desert island for 28 days with only one rule: to survive.;
37;en;How many years has the Pangea expedition led by Mike Horn lasted ?;4 years;3 years;2 years;5 years;Beginner;From 2008 to 2012, the Pangea expedition traveled around the world with hundreds of young people from 15 to 20 years of age who succeeded each other.;https://en.wikipedia.org/wiki/Mike_Horn
38;en;With what celebrity Mike Horn did he cross the desert of Namibia ?;Michaël Youn;Mr Pokora;Laure Manaudou;Shy'm;Beginner;On June 28, 2016, the broadcast in the Kaokoland region was viewed by three million viewers on M6.;
39;en;How many numbers of the wild state did Mike Horn turn out before deciding to stop ?;Eight;Six;Four;Ten;Beginner;Michaël Youn, M.Pokora, Laure Manaudou, Ch. Dechavanne, Shy'm, Adriana Karembeu, Black M and Franck Gastambide will be chosen.;
40;en;When it's not shipping, in which country does explorer-adventurer Mike Horn reside ?;Switzerland;France;Canada;India;Beginner;Mike Horn, whose real name is Michael Horn, was born on July 16, 1966 in Johannesburg, South Africa.;https://en.wikipedia.org/wiki/Mike_Horn
41;en;Which of these activities Mike Horn did not exercise ?;Pianist;Lumberjack;Barman;Harvester;Confirmed;Arrived in Switzerland in 1990 by the Johannesburg-Zurich flight, the first times were difficult and he survived odd jobs.;https://en.wikipedia.org/wiki/Mike_Horn
42;en;How is the first daughter of explorer Mike Horn named ?;Annika;Jessica;Francesca;Tatiana;Confirmed;Jessica, the second daughter of Mike and Cathy (who will succumb to breast cancer in 2015), will be born the next year.;https://en.wikipedia.org/wiki/Mike_Horn
43;en;In which country did Mike Horn begin his adventures in 1991 ?;Pere;Colombia;Bolivia;Brazil;Confirmed;His first contact with adventure took place in 1991 in the Peruvian Andes in rafting and paragliding.;https://en.wikipedia.org/wiki/Mike_Horn
44;en;In how many days did Mike Horn cross Greenland ?;15 days;30 days;45 days;60 days;Confirmed;The 808-day expedition resulted in a film, Arktos: The Inside Journey of Mike Horn, directed and produced by Raphael Blanc.;https://en.wikipedia.org/wiki/Mike_Horn
45;en;What 35m aluminum sailing boat did Mike Horn build ?;Pangea;Arktos;Namib;Makalu;Confirmed;Built in Brazil, Mike Horn will travel with the Pangea around the world on all five continents without any means of motorized transport.;https://en.wikipedia.org/wiki/Mike_Horn
46;en;What is the hell Mike Horn has decided to explore in 2016 ?;Namib;Gobero;Kaouar;Nubia;Confirmed;On May 8, 2016, he starts his Pole2Pole expedition from Monaco. Once arrived safely, he will explore the Namib.;https://en.wikipedia.org/wiki/Namib
47;en;In how many days did Mike Horn cross Antarctica solo ?;57 days;47 days;37 days;67 days;Confirmed;It is without motor and alone that Mike Horn has traveled nearly 5100 kilometers to cross the Antarctic completely.;https://en.wikipedia.org/wiki/Mike_Horn
48;en;What Island of Canada's Great North Mike Horn has crossed with his family ?;Bylot;Hans;Cameron;Matty;Confirmed;Since 1925, Canada has claimed part of the Arctic between 60° W and 141° W longitude, stretching to the North Pole.;https://en.wikipedia.org/wiki/Northern_Canada
49;en;How is also called Gasherbrum I graved by Mike Horn in 2007 ?;K5;K6;K7;K2;Confirmed;Gasherbrum I, also known as K5 or Hidden Peak, is the eleventh highest mountain in the world.;https://en.wikipedia.org/wiki/Gasherbrum_I
50;en;Who made Four Eight Thousands on Mike Horn's Himalayan expedition ?;David Ribeiro;Raphaël Blanc;Drew Brees;Jean Buhler;Confirmed;This film, directed by David Ribeiro (known among others for the film The Pink City), was produced by On Air Productions.;https://en.wikipedia.org/wiki/Mike_Horn
51;en;When did Mike Horn receive the Laureus Award for best alternative sportsman of the year ?;2001;2003;2005;2007;Expert;Alone for 18 months, Mike Horn will experience all sorts of wanderings with Latitude Zéros, his world tour by the ecuador.;https://en.wikipedia.org/wiki/Laureus_World_Sports_Awards
52;en;What peak in the Himalayas did Mike Horn reach in 2014 ?;Makalu;Manaslu;Annapurna;K2;Expert;Makalu is a Himalayan peak culminating at 8,485 meters above sea level on the border between Tibet, China and Nepal.;https://en.wikipedia.org/wiki/Makalu
53;en;In which sport did Mike Horn's father make a career ?;Rugby;Football;Tennis;Golf;Expert;After teaching sport and playing rugby, his father died at age forty-two when Mike was eighteen.;https://en.wikipedia.org/wiki/Mike_Horn
54;en;What was the rank of Mike Horn in the South African Special Forces ?;Lieutenant;Captain;Sergeant;General;Expert;Returning to civilian life, he graduated in the field of Human Movement Science at the University of Stellenbosch.;https://en.wikipedia.org/wiki/Mike_Horn
55;en;In which country did Mike Horn create the No Limits Outdoor Activity Center ?;Switzerland;Canada;Finland;Norway;Expert;At the same time (1995), Mike Horn became an expert for the training of Swiss mountain guides.;https://en.wikipedia.org/wiki/Mike_Horn
56;en;On which monohull did Mike Horn beat a world record ?;Mari Cha III;Paul-Ricard;Shamrock;Rainbow;Expert;Mike Horn joined the 45-meter monohull crew in 1997, which broke the Atlantic crossing world record.;https://en.wikipedia.org/wiki/Mike_Horn
57;en;In which project did Mike Horn fight the stereotypes associated with sharks ?;Shark Project;Apex;Charc;Ailerons;Expert;This program also aims to raise awareness of the problems facing the oceans throughout the world.;https://en.wikipedia.org/wiki/Mike_Horn
58;en;With which Norwegian explorer Mike Horn did he go to the North Pole in 2006 ?;Borge Ousland;Olav Bjaaland;Gunnar Horn;Otto Sverdrup;Expert;On March 23, 2006, Borge Ousland and Mike Horn became the first people to reach the North Pole during the polar night.;
59;en;What deep canyon of Father Mike Horn descended in hydrospeed ?;Colca;Apurimac;Cotahuasi;Manseriche;Expert;At the bottom of the canyon (more than 1 000 meters of degraded with Cabanaconde), the village of Sangalle serves as a refuge for trekkers.;https://en.wikipedia.org/wiki/Colca_Canyon
60;en;In which book did Mike Horn say, Everyone creates the conditions of his own freedom ?;Free!;North Pole Objective;Far North;Latitude Zero;Expert;For more than thirty years, he has been delivering humanist messages in which he shows all the strength of his values and his mind.;https://en.wikipedia.org/wiki/Mike_Horn
61;de;In welchem dieser Programme begleitete Mike Horn eine Person in der Wildnis ?;Im wilden Zustand;Express Express;Neuer Stern;X-Faktor;Newbie;Dies ist die französische Adaption des amerikanischen Running Wild with Bear Grylls, das seit 2014 auf NBC ausgestrahlt wird.;
62;de;Wie wurde Mike Horns Frau benannt, 1990 getroffen und verstorben ?;Cathy;Marie;Sophie;Sandra;Newbie;Die gebürtige Neuseeländerin, ausgebildete Krankenschwester, lernte 1990 ihren zukünftigen Liebhaber in einem Château-d'Oex-Café kennen;https://de.wikipedia.org/wiki/Mike_Horn
63;de;Welchen Namen hat Mike Horn seiner Weltreise durch Ecuador gegeben ?;Latitude Zero;Ground Zero;Cape Zero;Land Null;Newbie;Nach einer Idee von Mick Regnier wird Mike Horn von Juni 1999 bis Oktober 2000 mehr als 40.000 km ohne motorisierten Transport zurücklegen.;https://de.wikipedia.org/wiki/Mike_Horn
64;de;In welcher Expedition reiste Mike Horn durch den Polarkreis ?;Arktos;Free to Run;Fabuloso;Taris;Newbie;Während einer vorläufigen Expedition zum Nordpol musste Mike Horn wegen Erfrierungen an den Händen aufgeben.;
65;de;Mit welchem Prominenten Mike Horn hat er den Dschungel von Sri Lanka bereist ?;Herr Pokora;Michaël Youn;Shy'm;Laure Manaudou;Newbie;Vier Tage lang mussten sie jagen, fischen und provisorische Unterkünfte bauen, um das Fehlen von Menschenleben auszugleichen.;
66;de;Welches Doku-Abenteuer präsentiert Mike Horn seit 2015 auf M6 ?;Die Insel;gelöscht;Express Express;Koh-Lanta;Newbie;Eine Gruppe von Individuen muss versuchen, 28 Tage lang ohne Hilfe auf einer einsamen Insel mit nur einer Regel zu überleben: um zu überleben.;
67;de;Wie viele Jahre hat die von Mike Horn geführte Pangaea-Expedition gedauert ?;4 Jahre;3 Jahre;2 Jahre;5 Jahre;Newbie;Von 2008 bis 2012 reiste die Pangaea-Expedition mit Hunderten von Jugendlichen zwischen 15 und 20 Jahren um die Welt, die aufeinander folgten.;https://de.wikipedia.org/wiki/Mike_Horn
68;de;Mit welchem Prominenten Mike Horn durchquerte er die Wüste Namibias ?;Michaël Youn;Herr Pokora;Laure Manaudou;Shy'm;Newbie;Am 28. Juni 2016 wurde die in der Region Kaokoland gedrehte Sendung von drei Millionen Zuschauern auf M6 verfolgt.;
69;de;Wie viele Zahlen von dem wilden Zustand hat Mike Horn herausgefunden, bevor er aufhörte aufzuhören ?;Acht;Sechs;Vier;Zehn;Newbie;Michaël Youn, M.Pokora, Laure Manaudou, Ch. Dechavanne, Shy'm, Adriana Karembeu, Black M und Franck Gastambide werden ausgewählt.;
70;de;Wenn es nicht versandt wird, in welchem Land befindet sich der Entdecker-Abenteurer Mike Horn ?;Schweiz;Frankreich;Kanada;Indien;Newbie;Mike Horn, mit bürgerlichem Namen Michael Frederick Horn, wurde am 16. Juli 1966 in Johannesburg, Südafrika, geboren.;https://de.wikipedia.org/wiki/Mike_Horn
71;de;Welche dieser Aktivitäten hat Mike Horn nicht ausgeübt ?;Pianist;Holzfäller;Barman;Harvester;Bestätigt;1990 auf dem Flug von Johannesburg nach Zürich in der Schweiz angekommen, waren die ersten Male schwierig und er überstand einige Jobs.;https://de.wikipedia.org/wiki/Mike_Horn
72;de;Wie heißt die erste Tochter des Forschers Mike Horn ?;Annika;Jessica;Francesca;Tatiana;Bestätigt;Jessica, die zweite Tochter von Mike und Cathy (die 2015 an Brustkrebs erliegen wird), wird im nächsten Jahr geboren.;https://de.wikipedia.org/wiki/Mike_Horn
73;de;In welchem Land begann Mike Horn 1991 mit seinen Abenteuern ?;Pere;Kolumbien;Bolivien;Brasilien;Bestätigt;Sein erster Kontakt mit Abenteuern fand 1991 in den peruanischen Anden beim Rafting und Paragliding statt.;https://de.wikipedia.org/wiki/Mike_Horn
74;de;In wie vielen Tagen hat Mike Horn Grönland durchquert ?;15 tage;30 tage;45 tage;60 Tage;Bestätigt;Die 808-tägige Expedition führte zu einem Film, Arktos: Die innere Reise von Mike Horn, der von Raphael Blanc inszeniert und produziert wurde.;https://de.wikipedia.org/wiki/Mike_Horn
75;de;Welches 35m Aluminium Segelboot hat Mike Horn gebaut ?;Pangaea;Arktos;Namib;Makalu;Bestätigt;Der in Brasilien gebaute Mike Horn wird ohne motorisierte Transportmittel auf allen fünf Kontinenten mit der Pangaea um die Welt reisen.;https://de.wikipedia.org/wiki/Mike_Horn
76;de;Was zum Teufel hat Mike Horn beschlossen, 2016 zu erkunden ?;Namib;Gobero;Kaouar;Nubien;Bestätigt;Am 8. Mai 2016 startet er in Monaco seine Pole2Pole Expedition. Sobald er sicher angekommen ist, wird er die Namib erkunden.;https://de.wikipedia.org/wiki/Namib
77;de;In wie vielen Tagen hat Mike Horn alleine die Antarktis durchquert ?;57 Tage;47 tage;37 tage;67 Tage;Bestätigt;Allein und ohne Motor hat Mike Horn fast 5100 Kilometer zurückgelegt, um die Antarktis vollständig zu überqueren.;https://de.wikipedia.org/wiki/Mike_Horn
78;de;Welchen Norden Kanadas hat Mike Horn mit seiner Familie durchquert ?;Bylot;Hans;Cameron;Matty;Bestätigt;Seit 1925 hat Kanada einen Teil der Arktis zwischen 60 ° W und 141 ° W gefordert und erstreckt sich bis zum Nordpol.;
79;de;Wie heißt auch Gasherbrum, den ich 2007 von Mike Horn graviert habe ?;K5;K6;K7;K2;Bestätigt;Gasherbrum I, auch bekannt als K5 oder Hidden Peak, ist der elfthöchste Berg der Welt.;https://de.wikipedia.org/wiki/Hidden_Peak
80;de;Wer hat Achttausend auf Mike Horns Himalaya-Expedition gemacht ?;David Ribeiro;Raphaël Blanc;Drew Brees;Jean Buhler;Bestätigt;Dieser von David Ribeiro inszenierte Film (unter anderem bekannt durch den Film The Pink City) wurde von On Air Productions produziert.;https://de.wikipedia.org/wiki/Mike_Horn
81;de;Wann hat Mike Horn den Laureus Award für den besten alternativen Sportler des Jahres erhalten ?;2001;2003;2005;2007;Expert;Alleine während 18 Monaten wird Mike Horn mit Latitude Zero, seiner Welttournee am Äquator, alle möglichen Abenteuer erleben.;https://de.wikipedia.org/wiki/Laureus_World_Sports_Awards
82;de;Welchen Höhepunkt im Himalaya erreichte Mike Horn 2014 ?;Makalu;Manaslu;Annapurna;K2;Expert;Makalu ist ein Himalaya-Gipfel auf 8.485 Metern Höhe an der Grenze zwischen Tibet, China und Nepal.;https://de.wikipedia.org/wiki/Makalu
83;de;In welchem Sport machte Mike Horns Vater Karriere ?;Rugby;Fußball;Tennis;Golf;Expert;Nachdem er Sport unterrichtet und Rugby gespielt hatte, starb sein Vater im Alter von zweiundvierzig Jahren, als Mike achtzehn war.;https://de.wikipedia.org/wiki/Mike_Horn
84;de;Welchen Rang hatte Mike Horn bei den südafrikanischen Special Forces ?;Leutnant;Kapitän;Sergeant;Allgemein;Expert;Zurück zum zivilen Leben schloss er sein Studium im Bereich Human Movement Science an der Universität von Stellenbosch ab.;https://de.wikipedia.org/wiki/Mike_Horn
85;de;In welchem Land hat Mike Horn das No Limits Outdoor Activity Center gegründet ?;Schweiz;Kanada;Finnland;Norwegen;Expert;Zur gleichen Zeit (1995) wurde Mike Horn Experte für die Ausbildung von Schweizer Bergführern.;https://de.wikipedia.org/wiki/Mike_Horn
86;de;Auf welchem Einrümpfer hat Mike Horn einen Weltrekord geschlagen ?;Mari Cha III;Paul-Ricard;Kleeblatt;Regenbogen;Expert;Mike Horn trat 1997 der 45-Meter-Einrümpfer-Crew bei, die den Weltrekord über die Atlantiküberquerung brach.;https://de.wikipedia.org/wiki/Mike_Horn
87;de;In welchem Projekt kämpfte Mike Horn gegen die Stereotypen der Haie ?;Hai-Projekt;Apex;Charc;Querruder;Expert;Dieses Programm zielt auch darauf ab, das Bewusstsein für die Probleme der Ozeane auf der ganzen Welt zu schärfen.;https://de.wikipedia.org/wiki/Mike_Horn
88;de;Mit welchem norwegischen Entdecker Mike Horn war er 2006 am Nordpol ?;Borge Ousland;Olav Bjaaland;Gunnar Horn;Otto Sverdrup;Expert;Am 23. März 2006 erreichten Borge Ousland und Mike Horn in der Polarnacht als erste Menschen den Nordpol.;
89;de;Welche tiefe Schlucht von Pater Mike Horn stieg in Hydrospeed ab ?;Colca;Apurimac;Cotahuasi;Manseriche;Expert;Am Fuße des Canyons (mehr als 1 000 Meter mit Cabanaconde degradiert) dient das Dorf Sangalle als Zufluchtsort für Wanderer.;https://de.wikipedia.org/wiki/Colca-Tal
90;de;In welchem Buch hat Mike Horn gesagt: Jeder schafft die Voraussetzungen für seine eigene Freiheit ?;Kostenlos!;Nordpolziel;Weiter Norden;Latitude Zero;Expert;Seit mehr als dreißig Jahren übermittelt er humanistische Botschaften, in denen er die Stärke seiner Werte und seines Verstandes zeigt.;https://de.wikipedia.org/wiki/Mike_Horn
91;es;¿En cuál de estos programas acompañó Mike Horn a una persona en el desierto ?;En estado salvaje;Express Express;Nueva Estrella;Factor X;Novato;Esta es la adaptación francesa de la estadounidense Running Wild with Bear Grylls, emitida por NBC desde 2014.;
92;es;¿Cómo se llamó la esposa de Mike Horn, se conoció en 1990 y ahora falleció ?;Cathy;Marie;Sophie;Sandra;Novato;Nacida en Nueva Zelanda, una enfermera en formación, Cathy conoció a su futuro amante en un café Château-d'Oex en 1990.;
93;es;¿Qué nombre le dio Mike Horn a su gira mundial por el ecuador ?;Latitud Cero;Ground Zero;Cabo cero;Tierra cero;Novato;En una idea de Mick Regener, Mike Horn viajará más de 40,000 km desde junio de 1999 hasta octubre de 2000 sin transporte motorizado.;
94;es;¿En qué expedición viajó Mike Horn alrededor del mundo a través del Círculo Ártico ?;Arktos;Free to Run;Fabuloso;Taris;Novato;Durante una expedición preliminar para llegar al Polo Norte, Mike Horn se vio obligado a abandonar debido a la congelación en sus manos.;
95;es;¿Con qué celebridad Mike Horn ha viajado por la jungla de Sri Lanka ?;Sr. Pokora;Michaël Youn;Shy'm;Laure Manaudou;Novato;Durante cuatro días, tuvieron que cazar, pescar y construir refugios improvisados para compensar la ausencia de cualquier vida humana.;
96;es;¿Qué docu-adventure presenta Mike Horn en M6 desde 2015 ?;La Isla;Soltado;Express Express;Koh-Lanta;Novato;Un grupo de individuos debe tratar de sobrevivir sin ayuda en una isla desierta durante 28 días con una sola regla: sobrevivir.;
97;es;¿Cuántos años ha durado la expedición de Pangea dirigida por Mike Horn ?;4 años;3 años;2 años;5 años;Novato;De 2008 a 2012, la expedición de Pangea viajó por todo el mundo con cientos de jóvenes de 15 a 20 años de edad que se sucedieron entre sí.;
98;es;¿Con qué celebridad Mike Horn cruzó el desierto de Namibia ?;Michaël Youn;Sr. Pokora;Laure Manaudou;Shy'm;Novato;El 28 de junio de 2016, la transmisión en la región de Kaokoland fue vista por tres millones de espectadores en M6.;
99;es;¿Cuántos números de el estado salvaje resultó Mike Horn antes de decidir detenerse ?;Ocho;Seis;Cuatro;Diez;Novato;Michaël Youn, M.Pokora, Laure Manaudou, Ch. Dechavanne, Shy'm, Adriana Karembeu, Black M y Franck Gastambide serán elegidas.;
100;es;Cuando no es envío, ¿en qué país reside el explorador-aventurero Mike Horn ?;Suiza;Francia;Canada;India;Novato;Mike Horn, cuyo nombre real es Michael Horn, nació el 16 de julio de 1966 en Johannesburgo, Sudáfrica.;
