1;fr;Combien de départements compte la Bretagne, à l'extrémité ouest de la France ?;Quatre;Trois;Deux;Cinq;Débutant;La Bretagne est située entre la Manche au nord, la mer Celtique à l'ouest et le golfe de Gascogne au sud.;https://fr.wikipedia.org/wiki/Bretagne
18;fr;Quel célèbre navigateur et explorateur français est né à Saint-Malo en 1491 ?;Jacques Cartier;Albert Falco;Jean Dugain;Charles Levasseur;Confirmé;Un boulevard et une station du métro de Rennes portent le nom de Jacques Cartier, ainsi qu'un lycée public de Saint-Malo.;https://fr.wikipedia.org/wiki/Jacques_Cartier
19;fr;Que mangerez-vous en achetant un petit-gris de Rennes sur un marché breton ?;Melon;Saucisson;Sandwich;Bonbon;Confirmé;Il est caractérisé par une petite taille de fruit, une robe gris-verte et un goût très sucré.;https://fr.wikipedia.org/wiki/Petit-gris_de_Rennes
20;fr;Quelle ville bretonne est surnommée La cité des peintres ?;Pont-Aven;Concarneau;Vannes;Carnac;Confirmé;Pont-Aven était autrefois un bourg très animé : en 1900, on y comptait 40 hôtels, auberges et cafés.;https://fr.wikipedia.org/wiki/Pont-Aven
21;fr;Pour un breton, que représente le Gwenn ha Du, symbole de sa région ?;Drapeau;Gâteau;Château;Bateau;Expert;D'autres drapeaux sont encore utilisés aujourd'hui afin de représenter cette région.;https://fr.wikipedia.org/wiki/Drapeau_de_la_Bretagne
22;fr;En Bretagne, que pouvez-vous contempler en regardant la Table des Marchand ?;Dolmen;Tableau;Château-fort;Statue;Expert;Propriété de l'État, le dolmen fait l'objet d'un classement au titre des monuments historiques depuis 1889.;https://fr.wikipedia.org/wiki/Table_des_Marchand
23;fr;Dans quelle ville peut-on admirer le château des ducs de Bretagne ?;Nantes;Morlaix;Quimper;Lorient;Expert;Devenu propriété de la ville de Nantes en 1915, le château est affecté à un usage touristique et muséal depuis 1924.;https://fr.wikipedia.org/wiki/Château_des_ducs_de_Bretagne
24;fr;Quel écrivain a été enterré face à la mer sur le rocher du grand Bé, à Saint-Malo ?;Chateaubriand;Balzac;Rousseau;Montesquieu;Expert;Chateaubriand est considéré comme l'un des précurseurs du romantisme français.;https://fr.wikipedia.org/wiki/François-René_de_Chateaubriand
25;fr;Pour quelle culture la ville de Paimpol est-elle célèbre ?;Haricot sec;Raisin blanc;Pomme;Cerise jaune;Expert;Construite autour de ses bassins, Paimpol est l'un des principaux ports de pêche et de plaisance donnant sur la Manche.;https://fr.wikipedia.org/wiki/Paimpol
26;fr;Dans quelle commune de France se trouve le monument mégalithique La Roche-aux-Fées ?;Essé;Retiers;Pont-Aven;Sainte-Colombe;Expert;Son nom vient d'une légende prétendant que les pierres auraient été apportées par des fées.;https://fr.wikipedia.org/wiki/La_Roche-aux-Fées
27;fr;Quelle est la ville la plus importante et la plus touristique de Belle-Île-en-Mer ?;Le Palais;Sauzon;Bangor;Essé;Expert;Belle-Île est un plateau d'origine volcanique essentiellement constitué de schiste décomposé.;https://fr.wikipedia.org/wiki/Le_Palais
28;fr;Pour quelle spécialité culinaire la ville de Guémené-sur-Scorff est-elle connue ?;Andouille;Saucisse;Boudin;Haricot sec;Expert;L'andouille de Guémené est une charcuterie à base de chaudins de porc enfilés les uns sur les autres pour former une andouille.;https://fr.wikipedia.org/wiki/Andouille_de_Guémené
29;fr;Dans quelle ville de Bretagne se trouve la base de sous-marins de Keroman ?;Lorient;Nantes;Saint-Malo;Landerneau;Expert;Depuis la fin des années 1990, le site est reconverti en un pôle nautique spécialisé dans la plaisance et la course au large.;https://fr.wikipedia.org/wiki/Base_sous-marine_de_Lorient
30;fr;Quel chef d'oeuvre architectural de la renaissance la ville de Pontivy abrite-t-elle ?;Château;Église;Ferme;Moulin;Expert;Le château de Pontivy est le lieu de la « déclaration d'indépendance bretonne » de 1940.;https://fr.wikipedia.org/wiki/Château_de_Pontivy
1;en;How many departments are there in Brittany, at the western end of France ?;Four;Three;Two;Five;Débutant;Brittany is located between the English Channel to the north, the Celtic Sea to the west and the Bay of Biscay to the south.;https://en.wikipedia.org/wiki/Brittany
2;en;How do you say Brittany in Breton, a language spoken by 200,000 people in Brittany ?;Breizh;Kerne;Gomz;Fenoz;Débutant;The traditional practice of Breton is mainly concentrated in the west of the peninsula.;https://en.wikipedia.org/wiki/Breton language
3;en;Which Breton town is known for its alignments of several thousand menhirs ?;Carnac;Brest;Rumengol;Lorient;Débutant;This exceptional megalithic site consists of rows of menhirs, dolmens and covered alleys.;https://en.wikipedia.org/wiki/Carnac_stones
4;en;Which Breton town has briochins and briochines as its inhabitants ?;Saint-Brieuc;Brest;Bruz;Betton;Débutant;Prefecture of Côtes-d'Armor, Saint-Brieuc is also the most populous city.;https://en.wikipedia.org/wiki/Saint-Brieuc
5;en;Which three-pointed Celtic symbol has become very popular in Brittany ?;Triskelion;Arrow;Thistle;Hourglass;Débutant;The triskelion is considered an important feature of Celtic art during the time of the Tene.;
6;en;What kinds of music are celebrated in Lorient each year ?;Celtic;Classics;Religious;Cubans;Débutant;The Lorient Interceltic Festival has its origins in the hosting in 1971 of a bagadou competition.;https://en.wikipedia.org/wiki/Festival_Interceltique_de_Lorient
7;en;What sailing race is very often associated with the port of Saint-Malo ?;Route du Rhum;Spinnaker Dauphine;English deckchair;Vendée Globe;Débutant;The record for the crossing has been held since 2014 by Loïck Peyron on the Maxi Solo BP VII.;https://en.wikipedia.org/wiki/Route_du_Rhum
8;en;What is the prefecture of Finistère, a department located in the Brittany region ?;Quimper;Brest;Valves;Nantes;Débutant;Finistère was created in 1790 like most of the French departments.;
9;en;How many black and white stripes can there be on the Breton flag ?;New;Seven;Five;Three;Débutant;A white upper section (hoist side) is dotted with a multitude of ermine speckles.;https://en.wikipedia.org/wiki/Flag_of_Brittany
10;en;From what substance is chouchen made, close to mead ?;Honey;Milk;Foie gras;Mint syrup;Débutant;In the past, chouchen was made more particularly from buckwheat honey, once very present in Brittany.;https://en.wikipedia.org/wiki/Chouchen
11;en;In Upper Brittany, what does gallo designate, which is the subject of university studies ?;A language;A dessert;A symbol;A bird;Confirmé;Unlike Breton, Gallo does not have a long tradition of defense and protection.;https://en.wikipedia.org/wiki/Gallo language
12;en;What festival takes place every year in the town of Carhaix-Plouguer, in Finistère ?;Old plows;Europavox;Musicalarue;Rocklang;Confirmé;This annual festival lasts four days and begins in mid-July in the town of Carhaix-Plouguer.;https://en.wikipedia.org/wiki/Vieilles_Charrues_Festival
13;en;In which French department is the Île Vierge lighthouse ?;Finistère;Morbihan;Côtes-d'Armor;Île et Vilaine;Confirmé;This lighthouse has been classified as a historical monument since May 23, 2011.;
14;en;Which city is the traditional capital of Cornwall ?;Quimper;Lorient;Morlaix;Saint-Malo;Confirmé;According to a study carried out in 2005, Quimper was ranked 22nd among French cities where life was good.;https://en.wikipedia.org/wiki/Quimper
15;en;In which city of Brittany is the second French military port located ?;Brest;Valves;Nantes;Quimper;Confirmé;The arsenal of Brest is a set of military and naval installations located in the Penfeld river, in Brest, in Finistère.;https://en.wikipedia.org/wiki/Brest_Arsenal
16;en;In which city of Brittany can you admire the Saint-Pierre-et-Saint-Paul cathedral ?;Nantes;Lorient;Brest;Saint-Brieuc;Confirmé;You can admire the tomb and recumbent figures of Duke François II of Brittany and his wife Marguerite de Foix.;
17;en;What was the old name of the Côtes-d'Armor department ?;Côtes-du-Nord;Free ribs;Chopped ribs;Côtes du Roi;Confirmé;The Côtes-d'Armor borders on Finistère to the west, Morbihan to the south and Ille-et-Vilaine to the east.;
18;en;What famous French navigator and explorer was born in Saint-Malo in 1491 ?;Jacques Cartier;Albert Falco;Jean Dugain;Charles Levasseur;Confirmé;A boulevard and a metro station in Rennes bear the name of Jacques Cartier, as well as a public high school in Saint-Malo.;https://en.wikipedia.org/wiki/Jacques_Cartier
19;en;What will you eat when you buy a Rennes squirrel on a Breton market ?;Melon;Sausage;Sandwich;Candy;Confirmé;It is characterized by a small fruit size, a gray-green color and a very sweet taste.;
20;en;Which Breton town is nicknamed The City of Painters ?;Pont-Aven;Concarneau;Valves;Carnac;Confirmé;Pont-Aven was once a bustling town: in 1900, there were 40 hotels, inns and cafes.;https://en.wikipedia.org/wiki/Pont-Aven
21;en;For a Breton, what does Gwenn ha Du, symbol of his region represent ?;Flag;Cake;Castle;Boat;Expert;Other flags are still used today to represent this region.;https://en.wikipedia.org/wiki/Flag_of_Brittany
22;en;In Brittany, what can you contemplate while looking at the Table des Marchand ?;Dolmen;Table;Fortified castle;Statue;Expert;Property of the State, the dolmen has been classified as a historical monument since 1889.;
23;en;In which city can you admire the castle of the Dukes of Brittany ?;Nantes;Morlaix;Quimper;Lorient;Expert;Owned by the city of Nantes in 1915, the castle has been used for tourism and museums since 1924.;
24;en;Which writer was buried facing the sea on the rock of the great Bé, in Saint-Malo ?;Chateaubriand;Balzac;Rousseau;Montesquieu;Expert;Chateaubriand is considered to be one of the forerunners of French Romanticism.;
25;en;What culture is the city of Paimpol famous for ?;Dry bean;White grape;Apple;Cherry yellow;Expert;Built around its basins, Paimpol is one of the main fishing and marina ports overlooking the English Channel.;https://en.wikipedia.org/wiki/Paimpol
26;en;In which commune of France is the megalithic monument La Roche-aux-Fées located ?;Essé;Retiers;Pont-Aven;Sainte-Colombe;Expert;Its name comes from a legend claiming that the stones were brought by fairies.;
27;en;What is the most important and most touristic city of Belle-Île-en-Mer ?;The Palace;Sauzon;Bangor;Essé;Expert;Belle-Île is a plateau of volcanic origin mainly made up of decomposed shale.;https://en.wikipedia.org/wiki/Le_Palais
28;en;What culinary specialty is the town of Guémené-sur-Scorff known for ?;Andouille;Sausage;Blood sausage;Dry bean;Expert;Guémené andouille is a charcuterie made from pork meats strung one on top of the other to form an andouille.;
29;en;In which town in Brittany is the Keroman submarine base located ?;Lorient;Nantes;Saint-Malo;Landerneau;Expert;Since the end of the 1990s, the site has been converted into a nautical center specializing in yachting and offshore racing.;https://en.wikipedia.org/wiki/Lorient_Submarine_Base
30;en;What Renaissance architectural masterpiece does the city of Pontivy house ?;Castle;Church;Farm;Mill;Expert;The castle of Pontivy is the site of the Breton declaration of independence of 1940.;
1;de;Wie viele Abteilungen gibt es in der Bretagne am westlichen Ende Frankreichs ?;Vier;Drei;Zwei;Fünf;Débutant;Die Bretagne liegt zwischen dem Ärmelkanal im Norden, dem Keltischen Meer im Westen und dem Golf von Biskaya im Süden.;
2;de;Wie sagt man auf Bretonisch Bretagne, eine Sprache, die von 200.000 Menschen in der Bretagne gesprochen wird ?;Breizh;Kerne;Gomz;Fenoz;Débutant;Die traditionelle bretonische Praxis konzentriert sich hauptsächlich auf den Westen der Halbinsel.;https://de.wikipedia.org/wiki/Bretonische Sprache
3;de;Welche bretonische Stadt ist bekannt für ihre Ausrichtung von mehreren tausend Menhire ?;Carnac;Brest;Rumengol;Lorient;Débutant;Diese außergewöhnliche Megalithstätte besteht aus Reihen von Menhiren, Dolmen und überdachten Gassen.;
4;de;Welche bretonische Stadt hat Briochins und Briochines als Einwohner ?;Saint-Brieuc;Brest;Bruz;Betton;Débutant;Die Präfektur Côtes-d'Armor, Saint-Brieuc, ist auch die bevölkerungsreichste Stadt.;https://de.wikipedia.org/wiki/Saint-Brieuc
5;de;Welches dreizackige keltische Symbol ist in der Bretagne sehr beliebt geworden ?;Triskelion;Pfeil;Distel;Sanduhr;Débutant;Das Triskelion gilt während der Tene als wichtiges Merkmal der keltischen Kunst.;
6;de;Welche Arten von Musik werden in Lorient jedes Jahr gefeiert ?;Keltisch;Klassiker;Religiös;Kubaner;Débutant;Das Lorient Interceltic Festival hat seinen Ursprung in der Ausrichtung eines Bagadou-Wettbewerbs im Jahr 1971.;https://de.wikipedia.org/wiki/Festival_Interceltique_de_Lorient
7;de;Welches Segelrennen wird sehr oft mit dem Hafen von Saint-Malo in Verbindung gebracht ?;Route du Rhum;Spinnaker Dauphine;Englischer Liegestuhl;Vendée Globe;Débutant;Der Rekord für die Überfahrt wird seit 2014 von Loïck Peyron auf der Maxi Solo BP VII gehalten.;https://de.wikipedia.org/wiki/Route_du_Rhum
8;de;Was ist die Präfektur Finistère, eine Abteilung in der Bretagne ?;Quimper;Brest;Ventile;Nantes;Débutant;Finistère wurde 1790 wie die meisten französischen Abteilungen gegründet.;
9;de;Wie viele schwarz-weiße Streifen kann es auf der bretonischen Flagge geben ?;Neu;Sieben;Fünf;Drei;Débutant;Ein weißer oberer Abschnitt (Hebeseite) ist mit einer Vielzahl von Hermelinflecken übersät.;https://de.wikipedia.org/wiki/Flagge_der_Bretagne
10;de;Aus welcher Substanz wird Chouchen in der Nähe von Met hergestellt ?;Honig;Milch;Foie Gras;Minzsirup;Débutant;In der Vergangenheit wurde Chouchen insbesondere aus Buchweizenhonig hergestellt, der einst in der Bretagne sehr präsent war.;
11;de;Was bezeichnet Gallo in der Oberbretagne, was Gegenstand eines Universitätsstudiums ist ?;Eine Sprache;Ein Dessert;Ein Symbol;Ein Vogel;Confirmé;Im Gegensatz zu Breton hat Gallo keine lange Tradition der Verteidigung und des Schutzes.;https://de.wikipedia.org/wiki/Gallo
12;de;Welches Festival findet jedes Jahr in der Stadt Carhaix-Plouguer in Finistère statt ?;Alte Pflüge;Europavox;Musicalarue;Rocklang;Confirmé;Dieses jährliche Festival dauert vier Tage und beginnt Mitte Juli in der Stadt Carhaix-Plouguer.;
13;de;In welcher französischen Abteilung befindet sich der Leuchtturm Île Vierge ?;Finistère;Morbihan;Côtes-d'Armor;Île et Vilaine;Confirmé;Dieser Leuchtturm ist seit dem 23. Mai 2011 als historisches Denkmal eingestuft.;
14;de;Welche Stadt ist die traditionelle Hauptstadt von Cornwall ?;Quimper;Lorient;Morlaix;Saint-Malo;Confirmé;Laut einer 2005 durchgeführten Studie belegte Quimper den 22. Platz unter den französischen Städten, in denen das Leben gut war.;https://de.wikipedia.org/wiki/Quimper
15;de;In welcher Stadt der Bretagne befindet sich der zweite französische Militärhafen ?;Brest;Ventile;Nantes;Quimper;Confirmé;Das Arsenal von Brest besteht aus einer Reihe von Militär- und Marineanlagen im Fluss Penfeld in Brest in Finistère.;https://de.wikipedia.org/wiki/Marinebasis_Brest
16;de;In welcher Stadt der Bretagne können Sie die Kathedrale Saint-Pierre-et-Saint-Paul bewundern ?;Nantes;Lorient;Brest;Saint-Brieuc;Confirmé;Sie können das Grab und die liegenden Figuren von Herzog François II.;
17;de;Wie war der alte Name des Departements Côtes-d'Armor ?;Côtes-du-Nord;Freie Rippen;Gehackte Rippen;Côtes du Roi;Confirmé;Die Côtes-d'Armor grenzt im Westen an Finistère, im Süden an Morbihan und im Osten an Ille-et-Vilaine.;
18;de;Welcher berühmte französische Seefahrer und Entdecker wurde 1491 in Saint-Malo geboren ?;Jacques Cartier;Albert Falco;Jean Dugain;Charles Levasseur;Confirmé;Ein Boulevard und eine U-Bahnstation in Rennes tragen den Namen Jacques Cartier sowie ein öffentliches Gymnasium in Saint-Malo.;https://de.wikipedia.org/wiki/Jacques_Cartier
19;de;Was wirst du essen, wenn du ein Rennes-Eichhörnchen auf einem bretonischen Markt kaufst ?;Melone;Wurst;Sandwich;Süßigkeiten;Confirmé;Es zeichnet sich durch eine kleine Fruchtgröße, eine graugrüne Farbe und einen sehr süßen Geschmack aus.;
20;de;Welche bretonische Stadt trägt den Spitznamen Die Stadt der Maler ?;Pont-Aven;Concarneau;Ventile;Carnac;Confirmé;Pont-Aven war einst eine geschäftige Stadt: 1900 gab es 40 Hotels, Gasthäuser und Cafés.;https://de.wikipedia.org/wiki/Pont-Aven
21;de;Was repräsentiert Gwenn ha Du, Symbol seiner Region, für einen Bretonen ?;Flagge;Kuchen;Schloss;Boot;Expert;Andere Flaggen werden heute noch verwendet, um diese Region darzustellen.;https://de.wikipedia.org/wiki/Flagge_der_Bretagne
22;de;Was können Sie in der Bretagne beim Betrachten des Table des Marchand beachten ?;Dolmen;Tabelle;Befestigte Burg;Statue;Expert;Der Dolmen ist Eigentum des Staates und wird seit 1889 als historisches Denkmal eingestuft.;https://de.wikipedia.org/wiki/Table_des_Marchand
23;de;In welcher Stadt können Sie die Burg der Herzöge der Bretagne bewundern ?;Nantes;Morlaix;Quimper;Lorient;Expert;Das Schloss wurde 1915 Eigentum der Stadt Nantes und wird seit 1924 für Tourismus und Museen genutzt.;
24;de;Welcher Schriftsteller wurde mit Blick auf das Meer auf dem Felsen des großen Bé in Saint-Malo beigesetzt ?;Chateaubriand;Balzac;Rousseau;Montesquieu;Expert;Chateaubriand gilt als einer der Vorläufer der französischen Romantik.;
25;de;Für welche Kultur ist die Stadt Paimpol berühmt ?;Trockene Bohne;Weiße Traube;Apple;Kirschgelb;Expert;Paimpol wurde um seine Becken herum erbaut und ist einer der wichtigsten Fischerei- und Yachthafenhäfen mit Blick auf den Ärmelkanal.;https://de.wikipedia.org/wiki/Paimpol
26;de;In welcher französischen Gemeinde befindet sich das Megalithdenkmal La Roche-aux-Fées ?;Essé;Retier;Pont-Aven;Sainte-Colombe;Expert;Sein Name stammt von einer Legende, die behauptet, die Steine seien von Feen gebracht worden.;
27;de;Was ist die wichtigste und touristischste Stadt von Belle-Île-en-Mer ?;Der Palast;Sauzon;Bangor;Essé;Expert;Belle-Île ist ein Plateau vulkanischen Ursprungs, das hauptsächlich aus zersetztem Schiefer besteht.;https://de.wikipedia.org/wiki/Le_Palais
28;de;Für welche kulinarische Spezialität ist die Stadt Guémené-sur-Scorff bekannt ?;Andouille;Wurst;Blutwurst;Trockene Bohne;Expert;Guémené andouille ist eine Wurstwaren aus Schweinefleisch, die zu einer Andouille übereinandergereiht sind.;
29;de;In welcher Stadt in der Bretagne befindet sich die U-Boot-Basis Keroman ?;Lorient;Nantes;Saint-Malo;Landerneau;Expert;Seit Ende der 90er Jahre wurde der Standort in ein auf Yachting und Offshore-Rennen spezialisiertes Seezentrum umgewandelt.;https://de.wikipedia.org/wiki/U-Boot-Bunker_in_Lorient
30;de;Welches architektonische Meisterwerk der Renaissance beherbergt die Stadt Pontivy ?;Schloss;Kirche;Bauernhof;Mühle;Expert;In der Burg von Pontivy fand 1940 die bretonische Unabhängigkeitserklärung statt.;
1;es;¿Cuántos departamentos hay en Bretaña, en el extremo occidental de Francia ?;Cuatro;Tres;Dos;Cinco;Débutant;Bretaña se encuentra entre el Canal de la Mancha al norte, el Mar Céltico al oeste y el Golfo de Vizcaya al sur.;https://es.wikipedia.org/wiki/Breizh
2;es;¿Cómo se dice Bretaña en bretón, un idioma que hablan 200.000 personas en Bretaña ?;Breizh;Kerne;Gomz;Fenoz;Débutant;La práctica tradicional del bretón se concentra principalmente en el oeste de la península.;https://es.wikipedia.org/wiki/Idioma bretón
3;es;¿Qué ciudad bretona es conocida por sus alineaciones de varios miles de menhires ?;Carnac;Brest;Rumengol;Lorient;Débutant;Este sitio megalítico excepcional consta de hileras de menhires, dólmenes y callejones cubiertos.;https://es.wikipedia.org/wiki/Alineamientos_de_Carnac
4;es;¿Qué ciudad bretona tiene brioquinas y brioquinas como habitantes ?;Saint-Brieuc;Brest;Bruz;Betton;Débutant;Prefectura de Côtes-d'Armor, Saint-Brieuc es también la ciudad más poblada.;https://es.wikipedia.org/wiki/Saint-Brieuc
5;es;¿Qué símbolo celta de tres puntas se ha vuelto muy popular en Bretaña ?;Triskelion;Flecha;Thistle;Reloj de arena;Débutant;El triskelion se considera una característica importante del arte celta durante la época de los Tene.;
6;es;¿Qué tipo de música se celebra en Lorient cada año ?;Celta;Clásicos;Religiosa;Cubanos;Débutant;El Festival Intercéltico de Lorient tiene sus orígenes en la celebración en 1971 de una competición bagadou.;https://es.wikipedia.org/wiki/Festival_Intercéltico_de_Lorient
7;es;¿Qué regata se asocia muy a menudo con el puerto de Saint-Malo ?;Route du Rhum;Spinnaker Dauphine;Tumbona inglesa;Vendée Globe;Débutant;Loïck Peyron ostenta el récord del cruce desde 2014 en el Maxi Solo BP VII.;https://es.wikipedia.org/wiki/Ruta_del_Ron
8;es;¿Qué es la prefectura de Finisterre, un departamento ubicado en la región de Bretaña ?;Quimper;Brest;Válvulas ","Vannes;Nantes;Débutant;Finisterre fue creado en 1790 como la mayoría de los departamentos franceses.;
9;es;¿Cuántas franjas blancas y negras puede haber en la bandera bretona ?;Nuevo;Siete;Cinco;Tres;Débutant;Una sección superior blanca (lado del polipasto) está salpicada de una multitud de motas de armiño.;https://es.wikipedia.org/wiki/Bandera_de_Bretaña
10;es;¿De qué sustancia se hace el chouchen, cercano al hidromiel ?;Miel;Leche;Foie gras;Jarabe de menta;Débutant;En el pasado, el chouchen se hacía más particularmente con miel de trigo sarraceno, una vez muy presente en Bretaña.;https://es.wikipedia.org/wiki/Chouchenn
11;es;En la Alta Bretaña, ¿qué designa gallo, que es la asignatura de estudios universitarios ?;Un idioma;Un postre;Un símbolo;Un pájaro;Confirmé;A diferencia de Breton, Gallo no tiene una larga tradición de defensa y protección.;https://es.wikipedia.org/wiki/Idioma galó
12;es;¿Qué festival se celebra cada año en la localidad de Carhaix-Plouguer, en Finisterre ?;Arados viejos;Europavox;Musicalarue;Rocklang;Confirmé;Este festival anual dura cuatro días y comienza a mediados de julio en la ciudad de Carhaix-Plouguer.;https://es.wikipedia.org/wiki/Festival_de_Vieilles_Charrues
13;es;¿En qué departamento francés se encuentra el faro de Île Vierge ?;Finisterre;Morbihan;Côtes-d'Armor;Île et Vilaine;Confirmé;Este faro está clasificado como monumento histórico desde el 23 de mayo de 2011.;
14;es;¿Qué ciudad es la capital tradicional de Cornualles ?;Quimper;Lorient;Morlaix;Saint-Malo;Confirmé;Según un estudio realizado en 2005, Quimper ocupó el puesto 22 entre las ciudades francesas donde la vida era buena.;https://es.wikipedia.org/wiki/Quimper
15;es;¿En qué ciudad de Bretaña se encuentra el segundo puerto militar francés ?;Brest;Válvulas;Nantes;Quimper;Confirmé;El arsenal de Brest es un conjunto de instalaciones militares y navales ubicadas en el río Penfeld, en Brest, en Finisterre.;
16;es;¿En qué ciudad de Bretaña se puede admirar la catedral de Saint-Pierre-et-Saint-Paul ?;Nantes;Lorient;Brest;Saint-Brieuc;Confirmé;Puede admirar la tumba y las figuras yacentes del duque François II de Bretaña y su esposa Marguerite de Foix.;
17;es;¿Cuál era el antiguo nombre del departamento de Côtes-d'Armor ?;Côtes-du-Nord;Costillas libres;Costillas picadas;Côtes du Roi;Confirmé;La Côtes-d'Armor limita con Finisterre al oeste, Morbihan al sur e Ille-et-Vilaine al este.;
18;es;¿Qué famoso navegante y explorador francés nació en Saint-Malo en 1491 ?;Jacques Cartier;Albert Falco;Jean Dugain;Charles Levasseur;Confirmé;Un bulevar y una estación de metro en Rennes llevan el nombre de Jacques Cartier, así como una escuela secundaria pública en Saint-Malo.;https://es.wikipedia.org/wiki/Jacques_Cartier
19;es;¿Qué vas a comer cuando compres una ardilla de Rennes en un mercado bretón ?;Melon;Salchicha;Sandwich;Candy;Confirmé;Se caracteriza por un tamaño de fruto pequeño, un color gris verdoso y un sabor muy dulce.;
