1;fr;Naturalisée américaine, dans quel pays est née l'actrice Charlize Theron ?;Afrique du Sud;Australie;Irlande;Soudan;Débutant;Charlize Theron a débuté sa carrière d'actrice aux États-Unis et est devenue une vedette internationale dans les années 1990.;https://fr.wikipedia.org/wiki/Charlize_Theron
12;fr;En quelle année a-t-elle reçu son étoile sur le Walk of Fame d'Hollywood Boulevard ?;2005;2010;2015;2000;Confirmé;Fabriquée avec du granito, chaque dalle présente, sur fond anthracite, une étoile rose à cinq branches au contour en laiton.;https://fr.wikipedia.org/wiki/Walk_of_Fame_(Hollywood)
13;fr;Quelle passion Charlize a-t-elle entretenu à la National School Of The Arts ?;Danse;Photographie;Sculpture;Peinture;Confirmé;Elle a commencé la pratique dès ses 6 ans avec des cours de ballet, ses performances faisant le ravissement de sa mère.;https://fr.wikipedia.org/wiki/Charlize_Theron
14;fr;Aux côtés de qui Charlize Theron a-t-elle fait ses vrais débuts au cinéma ?;James Spader;Forest Whitaker;Jack Lemmon;William Hurt;Confirmé;C'est dans le thriller « Two Days In The Valley », de John Herzfeld, qu'elle tient le rôle de la fiancée de James Spader.;https://fr.wikipedia.org/wiki/Charlize_Theron
15;fr;Dans combien de films Charlize Theron a-t-elle participé durant l'année 2000 ?;Quatre;Trois;Cinq;Six;Confirmé;Malgré ce début de carrière prometteur, les années 2000 voient se succéder pour elle des films au succès commercial très limité.;https://fr.wikipedia.org/wiki/Charlize_Theron
16;fr;Combien de kilos Charlize Theron a-t-elle dû prendre pour le film « Monster » ?;15 kilos;20 kilos;25 kilos;30 kilos;Confirmé;Charlize Theron s'est également fait remodeler le visage au silicone dans ce film qui lui vaudra l'Oscar de la meilleure actrice.;https://fr.wikipedia.org/wiki/Monster_(film,_2003)
17;fr;À quelle reine Charlize Theron prête-t-elle sa plastique dans « Blanche-Neige et le Chasseur » ?;Ravenna;Eleanor;Furiosa;Agathe;Confirmé;Les producteurs avaient déjà misé sur Charlize Theron dans le rôle de Ravenna, mais le choix du rôle principal restait encore incertain.;https://fr.wikipedia.org/wiki/Blanche-Neige_et_le_Chasseur
18;fr;Quel titre de film de David Leitch incarne à merveille la belle Charlize Theron ?;« Atomic Blonde »;« The Last Face »;« Tully »;« Gringo »;Confirmé;La presse dira : « Quelque part entre Bourne et Bond, c'est une recette un peu ridicule, ultra-violente et follement divertissante ».;https://fr.wikipedia.org/wiki/Atomic_Blonde
19;fr;De quel acteur Charlize Theron fut-elle la compagne de 2002 à 2010 ?;Stuart Townsend;Craig Bierko;Sean Penn;Keanu Reeves;Confirmé;Diplômé de la Gaity School of Acting de Dublin, Stuart Townsend a d'abord été boxeur avant de débuter en 1996 au cinéma.;https://fr.wikipedia.org/wiki/Stuart_Townsend
20;fr;De quelle Coupe du monde de football Charlize Theron a-t-elle présenté le tirage au sort ?;2010;2014;2018;2006;Confirmé;Cet événement qui se déroula au Cap, en Afrique du Sud, fut diffusé dans 200 pays et suivi par plus de 200 millions de téléspectateurs.;https://fr.wikipedia.org/wiki/Charlize_Theron
21;fr;Dans quel pays Charlize Theron a-t-elle gagné à 16 ans l'International New Model Today ?;Italie;Grèce;Espagne;Portugal;Expert;Cette victoire lui offre l'occasion de devenir mannequin professionnel, de quitter l'école et de s'envoler vers Milan.;https://fr.wikipedia.org/wiki/Charlize_Theron
22;fr;Dans quel film d'animation en relief Charlize Theron est-elle la narratrice ?;« Astro Boy »;« Ayako »;« Alabaster »;« Jetter Mars »;Expert;Le film met en scène le personnage créé au début des années 1950 par Osamu Tezuka, « Astro, le petit robot ».;https://fr.wikipedia.org/wiki/Astro_Boy_(film,_2009)
23;fr;Quelle blessure a contraint Charlize Theron à tirer un trait sur sa carrière de danseuse ?;Genou;Hanche;Épaule;Nuque;Expert;Elle déménage alors vers Miami pour quelques mois et poursuit le mannequinat, sans vraiment être intéressée par la vie de top model.;https://fr.wikipedia.org/wiki/Charlize_Theron
24;fr;Quel découvreur de talents a envoyé Charlize Theron à des cours de comédie ?;John Crosby;Mike Lansburry;Eddy Michaels;Evan McCreedy;Expert;Il l'y envoie principalement pour effacer son accent Afrikaans très prononcé, et la fait profiter de ses connaissances.;https://fr.wikipedia.org/wiki/Charlize_Theron
25;fr;Quelle série télé Netflix Charlize Theron a-t-elle produite avec David Fincher ?;« Mindhunter »;« Frontier »;« Iron Fist »;« Godless »;Expert;Le personnage Holden Ford est inspiré de l'agent du FBI John Douglas, et Bill Tench de l'agent du FBI Robert Ressler.;https://fr.wikipedia.org/wiki/Mindhunter
26;fr;Quand Charlize Theron fut-elle élue femme de l'année par Hasty Pudding Theatricals ?;2008;2010;2012;2014;Expert;Pourtant, la même année, seul le blockbuster « Hancock » lui permet de se distinguer, sans pour autant convaincre la critique.;https://fr.wikipedia.org/wiki/Charlize_Theron
27;fr;Dans quel film Charlize Theron donne-t-elle la réplique à Jean Reno ?;« The Last Face »;« Flarsky »;« Atomic Blonde »;« Dark Places »;Expert;Avant que Charlize Theron soit confirmée dans les rôles principaux, Robin Wright était impliquée dans le film.;https://fr.wikipedia.org/wiki/The_Last_Face
28;fr;Comment se prénomme la petite fille adoptée par Charlize Theron en 2015 ?;August;April;June;January;Expert;Concernant l'éducation de ses enfants, l'actrice déclare s'être inspirée des Français, afin de gérer famille et vie professionnelle.;https://fr.wikipedia.org/wiki/Charlize_Theron
29;fr;En France, qui est la voix française régulière de Charlize Theron ?;Barbara Kelsch;Anne Jolivet;Claude Chantal;Claudine Meunier;Expert;Barbara Kelsch est notamment la voix française régulière de Milla Jovovich, Gwyneth Paltrow, Charlize Theron et Michelle Monaghan.;https://fr.wikipedia.org/wiki/Barbara_Kelsch
30;fr;Quelle organisation lui a décerné le prix d'« actrice de la décennie » en 2012 ?;CinemaCon;Gotham Awards;Camerimage;Berlinale;Expert;Rebaptisés CinemaCon Awards en 2012, les prix ont été relancés en 2013 en se concentrant sur le cinéma indépendant.;https://fr.wikipedia.org/wiki/National_Association_of_Theatre_Owners
1;en;Naturalized American, in which country was actress Charlize Theron born ?;South Africa;Australia;Ireland;Sudan;Débutant;Charlize Theron began her acting career in the United States and rose to international stardom in the 1990s.;https://en.wikipedia.org/wiki/Charlize_Theron
2;en;With which movie did Charlize Theron win an Oscar for Best Actress ?;« Monster »;« Sleepwalking »;« Hancock »;« Young Adult »;Débutant;« Monster », the first feature film directed by Patty Jenkins in 2003, narrates the life of Aileen Wuornos in a romantic fashion.;https://en.wikipedia.org/wiki/Monster_(2003_film)
3;en;Which of these professions has Charlize Theron never exercised ?;Lawyer;Actress;Producer;Mannequin;Débutant;Charlize grew up in a rural environment on her parents' farm, who also owned a road construction company.;https://en.wikipedia.org/wiki/Charlize_Theron
4;en;Who does Charlize Theron play as a schizophrenic wife in « The Devil's Associate » ?;Keanu Reeves;Joaquin Phoenix;Javier Bardem;Christoph Waltz;Débutant;The title of the film is a reference to the devil's advocates whose origin dates back to the canonization trials of the Catholic Church.;
5;en;Which member of her family has she always had a close relationship with ?;His mother;His father;His brother;His sister;Débutant;His mother Gerda continually encouraged him to pursue a career as a dancer, then a model and finally an actress.;https://en.wikipedia.org/wiki/Charlize_Theron
6;en;In which film did Charlize Theron live the role of Aileen Wuornos ?;« Monster »;« Tully »;« Gringo »;« Young Adult »;Débutant;She studied a Nick Broomfield documentary on this serial killer and spent time with one of Wuornos' friends.;https://en.wikipedia.org/wiki/Monster_(2003_film)
7;en;Which movie with Charlize Theron is based on an animated television series ?;« Aeon Flux »;« La Route »;« Mauvais Piège »;« The Yards »;Débutant;Actress Michelle Rodriguez was chosen to play the main character, following her association in « Girlfight ».;
8;en;Which magazine did Charlize Theron make the front page of in June 1999 ?;Playboy;Vanity Fair;Maxim;FHM;Débutant;In 2010, FHM magazine ranked Charlize as the 56th most beautiful woman in the world and 16th in the list of Maxim magazine.;https://en.wikipedia.org/wiki/Charlize_Theron
9;en;What prequel to the classic « Alien » did Charlize Theron play ?;« Prometheus »;« Requiem »;« Predator »;« Covenant »;Débutant;The exterior backgrounds for much of the « Prometheus » movie were filmed in Wadi Rum, Jordan.;https://en.wikipedia.org/wiki/Prometheus_(2012_film)
10;en;In which movie does Charlize Theron play a mother overwhelmed and exhausted by her motherhood ?;« Tully »;« Atomic Blonde »;« The Last Face »;« Monster »;Débutant;The film « Tully » marks his reunion with director Jason Reitman and screenwriter Diablo Cody, seven years after « Young Adult ».;https://en.wikipedia.org/wiki/Tully_(2018_film)
11;en;In which movie does Charlize Theron play a mother overwhelmed and exhausted by her motherhood ?;« Tully »;« Atomic Blonde »;« The Last Face »;« Monster »;Confirmé;The film « Tully » marks his reunion with director Jason Reitman and screenwriter Diablo Cody, seven years after « Young Adult ».;https://en.wikipedia.org/wiki/Tully_(2018_film)
12;en;In what year did she receive her star on the Hollywood Boulevard Walk of Fame ?;2005;2010;2015;2000;Confirmé;Made with terrazzo, each tile has a pink five-pointed star with a brass outline on an anthracite background.;https://en.wikipedia.org/wiki/Hollywood_Walk_of_Fame
13;en;What passion did Charlize have at the National School Of The Arts ?;Dance;Photography;Sculpture;Painting;Confirmé;She began the practice when she was 6 years old with ballet lessons, her performances delighting her mother.;https://en.wikipedia.org/wiki/Charlize_Theron
14;en;With whom did Charlize Theron make her real film debut ?;James Spader;Forest Whitaker;Jack Lemmon;William Hurt;Confirmé;It is in the thriller « Two Days In The Valley », by John Herzfeld, that she plays the role of the fiancée of James Spader.;https://en.wikipedia.org/wiki/Charlize_Theron
15;en;How many films did Charlize Theron appear in during 2000 ?;Four;Three;Five;Six;Confirmé;Despite this promising start to her career, the 2000s saw a succession of films with very limited commercial success.;https://en.wikipedia.org/wiki/Charlize_Theron
16;en;How many kilos did Charlize Theron have to gain for the movie « Monster » ?;15 kilos;20 kilos;25 kilos;30 kilos;Confirmé;Charlize Theron also had her face reshaped with silicone in this film which will earn her the Oscar for best actress.;https://en.wikipedia.org/wiki/Monster_(2003_film)
17;en;Which queen does she lend her plastic to in « Snow White and the Huntsman » ?;Ravenna;Eleanor;Furiosa;Agathe;Confirmé;The producers had already bet on Charlize Theron in the role of Ravenna, but the choice of the main role was still uncertain.;https://en.wikipedia.org/wiki/Snow_White_and_the_Huntsman
18;en;Which film title by David Leitch perfectly embodies the beautiful Charlize Theron ?;« Atomic Blonde »;« The Last Face »;« Tully »;« Gringo »;Confirmé;The press will say : « Somewhere between Bourne and Bond, it's a somewhat ridiculous, ultra-violent, and wildly entertaining recipe ».;https://en.wikipedia.org/wiki/Atomic_Blonde
19;en;Which actor was Charlize Theron the companion of 2002 to 2010 ?;Stuart Townsend;Craig Bierko;Sean Penn;Keanu Reeves;Confirmé;A graduate of the Gaity School of Acting in Dublin, Stuart Townsend was first a boxer before making his film debut in 1996.;https://en.wikipedia.org/wiki/Stuart_Townsend
20;en;Which Soccer World Cup has Charlize Theron presented the draw from ?;2010;2014;2018;2006;Confirmé;This event, which took place in Cape Town, South Africa, was broadcast in 200 countries and watched by more than 200 million viewers.;https://en.wikipedia.org/wiki/Charlize_Theron
21;en;In which country did she win the International New Model Today at 16 ?;Italy;Greece;Spain;Portugal;Expert;This victory gave her the opportunity to become a professional model, to quit school and fly to Milan.;https://en.wikipedia.org/wiki/Charlize_Theron
22;en;In which 3D animated film is Charlize Theron the narrator ?;« Astro Boy »;« Ayako »;« Alabaster »;« Jetter Mars »;Expert;The film features the character created in the early 1950s by Osamu Tezuka, « Astro, the little robot ».;https://en.wikipedia.org/wiki/Astro_Boy_(film)
23;en;What injury forced her to end her dancing career ?;Knee;Hip;Shoulder;Neck;Expert;She then moved to Miami for a few months and continued to model, without really being interested in the life of a top model.;https://en.wikipedia.org/wiki/Charlize_Theron
24;en;What talent scout sent ambitious Charlize to acting classes ?;John Crosby;Mike Lansburry;Eddy Michaels;Evan McCreedy;Expert;He sends her there mainly to erase her very pronounced Afrikaans accent, and shares her knowledge with her.;https://en.wikipedia.org/wiki/Charlize_Theron
25;en;What Netflix TV series did Charlize Theron produce with David Fincher ?;« Mindhunter »;« Frontier »;« Iron Fist »;« Godless »;Expert;The character Holden Ford is inspired by FBI agent John Douglas, and Bill Tench by FBI agent Robert Ressler.;https://en.wikipedia.org/wiki/Mindhunter (TV series)
26;en;When was Charlize Theron voted Woman of the Year by Hasty Pudding Theatricals ?;2008;2010;2012;2014;Expert;However, the same year, only the blockbuster « Hancock » allowed him to distinguish himself, without convincing the critics.;https://en.wikipedia.org/wiki/Charlize_Theron
27;en;In which film does Charlize Theron give the reply to Jean Reno ?;« The Last Face »;« Flarsky »;« Atomic Blonde »;« Dark Places »;Expert;Before Charlize Theron was confirmed in the lead roles, Robin Wright was involved in the film.;https://en.wikipedia.org/wiki/The_Last_Face
28;en;What is the name of the little girl adopted by Charlize Theron in 2015 ?;August;April;June;January;Expert;Regarding the education of her children, the actress says she was inspired by the French, in order to manage family and professional life.;https://en.wikipedia.org/wiki/Charlize_Theron
29;en;In France, who is Charlize Theron's regular French voice ?;Barbara Kelsch;Anne Jolivet;Claude Chantal;Claudine Meunier;Expert;Barbara Kelsch is notably the regular French voice of Milla Jovovich, Gwyneth Paltrow, Charlize Theron and Michelle Monaghan.;
30;en;Which organization awarded her the actress of the decade award in 2012 ?;CinemaCon;Gotham Awards;Camerimage;Berlinale;Expert;Renamed CinemaCon Awards in 2012, the awards were relaunched in 2013 with a focus on independent cinema.;https://en.wikipedia.org/wiki/National_Association_of_Theatre_Owners
1;de;Eingebürgerter Amerikaner, in welchem Land wurde die Schauspielerin Charlize Theron geboren ?;Südafrika;Australien;Irland;Sudan;Débutant;Charlize Theron begann ihre Schauspielkarriere in den USA und wurde in den 1990er Jahren international bekannt.;https://de.wikipedia.org/wiki/Charlize_Theron
2;de;Mit welchem Film hat Charlize Theron einen Oscar für die beste Darstellerin gewonnen ?;« Monster »;« Sleepwalking »;« Hancock »;« Young Adult »;Débutant;« Monster », der erste Spielfilm von Patty Jenkins aus dem Jahr 2003, erzählt auf romantische Weise das Leben von Aileen Wuornos.;https://de.wikipedia.org/wiki/Monster_(Film)
3;de;Welchen dieser Berufe hat Charlize Theron nie ausgeübt ?;Rechtsanwalt;Schauspielerin;Produzent;Schaufensterpuppe;Débutant;Charlize wuchs in einer ländlichen Umgebung auf der Farm ihrer Eltern auf, die auch eine Straßenbaufirma besaß.;https://de.wikipedia.org/wiki/Charlize_Theron
4;de;Wen spielt Charlize Theron als schizophrene Frau in « The Devil's Associate » ?;Keanu Reeves;Joaquin Phoenix;Javier Bardem;Christoph Waltz;Débutant;Der Titel des Films bezieht sich auf die Befürworter des Teufels, deren Ursprung auf die Heiligsprechungsprozesse der katholischen Kirche zurückgeht.;
5;de;Mit welchem Familienmitglied hatte sie schon immer eine enge Beziehung ?;Seine Mutter;Sein Vater;Sein Bruder;Seine Schwester;Débutant;Seine Mutter Gerda ermutigte ihn immer wieder, eine Karriere als Tänzerin, dann als Model und schließlich als Schauspielerin zu verfolgen.;https://de.wikipedia.org/wiki/Charlize_Theron
6;de;In welchem Film spielte Charlize Theron die Rolle der Aileen Wuornos ?;« Monster »;« Tully »;« Gringo »;« Young Adult »;Débutant;Sie studierte eine Nick Broomfield-Dokumentation über diesen Serienmörder und verbrachte Zeit mit einem von Wuornos 'Freunden.;https://de.wikipedia.org/wiki/Monster_(Film)
7;de;Welcher Film mit Charlize Theron basiert auf einer Zeichentrickserie ?;« Aeon Flux »;« La Route »;« Mauvais Piège »;« The Yards »;Débutant;Die Schauspielerin Michelle Rodriguez wurde nach ihrer Assoziation in « Girlfight » als Hauptfigur ausgewählt.;
8;de;Von welcher Zeitschrift hat Charlize Theron im Juni 1999 die Titelseite gemacht ?;Playboy;Vanity Fair;Maxim;FHM;Débutant;Im Jahr 2010 stufte das FHM-Magazin Charlize als 56. schönste Frau der Welt und als 16. in der Liste des Maxim-Magazins ein.;https://de.wikipedia.org/wiki/Charlize_Theron
9;de;Welches Prequel zum Klassiker « Alien » hat Charlize Theron gespielt ?;« Prometheus »;« Requiem »;« Predator »;« Covenant »;Débutant;Die äußeren Hintergründe für einen Großteil des « Prometheus » -Films wurden in Wadi Rum, Jordanien, gedreht.;https://de.wikipedia.org/wiki/Prometheus__Dunkle_Zeichen
10;de;In welchem Film spielt Charlize Theron eine Mutter, die von ihrer Mutterschaft überwältigt und erschöpft ist ?;« Tully »;« Atomic Blonde »;« The Last Face »;« Monster »;Débutant;Der Film « Tully » markiert sein Wiedersehen mit dem Regisseur Jason Reitman und dem Drehbuchautor Diablo Cody, sieben Jahre nach « Young Adult ».;https://de.wikipedia.org/wiki/Tully_(2018)
11;de;In welchem Film spielt Charlize Theron eine Mutter, die von ihrer Mutterschaft überwältigt und erschöpft ist ?;« Tully »;« Atomic Blonde »;« The Last Face »;« Monster »;Confirmé;Der Film « Tully » markiert sein Wiedersehen mit dem Regisseur Jason Reitman und dem Drehbuchautor Diablo Cody, sieben Jahre nach « Young Adult ».;https://de.wikipedia.org/wiki/Tully_(2018)
12;de;In welchem Jahr erhielt sie ihren Stern auf dem Hollywood Boulevard Walk of Fame ?;2005;2010;2015;2000;Confirmé;Jede aus Terrazzo gefertigte Fliese hat einen rosa fünfzackigen Stern mit einem Messingumriss auf einem anthrazitfarbenen Hintergrund.;https://de.wikipedia.org/wiki/Hollywood_Walk_of_Fame
13;de;Welche Leidenschaft hatte Charlize an der National School of the Arts ?;Tanz;Fotografie;Skulptur;Malerei;Confirmé;Sie begann die Praxis, als sie 6 Jahre alt war, mit Ballettunterricht, und ihre Darbietungen begeisterten ihre Mutter.;https://de.wikipedia.org/wiki/Charlize_Theron
14;de;Mit wem hat Charlize Theron ihr richtiges Filmdebüt gemacht ?;James Spader;Forest Whitaker;Jack Lemmon;William Hurt;Confirmé;In dem Thriller « Zwei Tage im Tal » von John Herzfeld spielt sie die Rolle der Verlobten von James Spader.;https://de.wikipedia.org/wiki/Charlize_Theron
15;de;In wie vielen Filmen war Charlize Theron im Jahr 2000 zu sehen ?;Vier;Drei;Fünf;Sechs;Confirmé;Trotz dieses vielversprechenden Starts in ihre Karriere gab es in den 2000er Jahren eine Reihe von Filmen mit sehr begrenztem kommerziellen Erfolg.;https://de.wikipedia.org/wiki/Charlize_Theron
16;de;Wie viele Kilo musste Charlize Theron für den Film « Monster » gewinnen ?;15 kg;20 kg;25 kg;30 kg;Confirmé;Charlize Theron hat in diesem Film auch ihr Gesicht mit Silikon umgestalten lassen, was ihr den Oscar für die beste Schauspielerin einbringt.;https://de.wikipedia.org/wiki/Monster_(Film)
17;de;Welcher Königin leiht sie ihr Plastik in « Schneewittchen und der Jäger » ?;Ravenna;Eleanor;Furiosa;Agathe;Confirmé;Die Produzenten hatten bereits in der Rolle von Ravenna auf Charlize Theron gewettet, aber die Wahl der Hauptrolle war noch ungewiss.;https://de.wikipedia.org/wiki/Snow_White_and_the_Huntsman
18;de;Welcher Filmtitel von David Leitch verkörpert perfekt die schöne Charlize Theron ?;« Atomic Blonde »;« The Last Face »;« Tully »;« Gringo »;Confirmé;Die Presse wird sagen : « Irgendwo zwischen Bourne und Bond ist es ein etwas lächerliches, gewalttätiges und unterhaltsames Rezept ».;https://de.wikipedia.org/wiki/Atomic_Blonde
19;de;Welcher Schauspieler war Charlize Theron der Begleiter von 2002 bis 2010 ?;Stuart Townsend;Craig Bierko;Sean Penn;Keanu Reeves;Confirmé;Stuart Townsend, Absolvent der Gaity School of Acting in Dublin, war zunächst Boxer, bevor er 1996 sein Filmdebüt gab.;https://de.wikipedia.org/wiki/Stuart_Townsend
20;de;Von welcher Fußball-Weltmeisterschaft hat Charlize Theron die Auslosung präsentiert ?;2010;2014;2018;2006;Confirmé;Diese Veranstaltung, die in Kapstadt, Südafrika, stattfand, wurde in 200 Ländern ausgestrahlt und von mehr als 200 Millionen Zuschauern verfolgt.;https://de.wikipedia.org/wiki/Charlize_Theron
21;de;In welchem Land hat sie mit 16 das International New Model Today gewonnen ?;Italien;Griechenland;Spanien;Portugal;Expert;Dieser Sieg gab ihr die Möglichkeit, ein professionelles Model zu werden, die Schule zu verlassen und nach Mailand zu fliegen.;https://de.wikipedia.org/wiki/Charlize_Theron
22;de;In welchem 3D-Animationsfilm ist Charlize Theron die Erzählerin ?;« Astro Boy »;« Ayako »;« Alabaster »;« Jetter Mars »;Expert;Der Film zeigt die Figur, die in den frühen 1950er Jahren von Osamu Tezuka, « Astro, dem kleinen Roboter », geschaffen wurde.;https://de.wikipedia.org/wiki/Astro_Boy__Der_Film
23;de;Welche Verletzung zwang sie, ihre Tanzkarriere zu beenden ?;Knie;Hüfte;Schulter;Hals;Expert;Anschließend zog sie für einige Monate nach Miami und arbeitete weiter als Model, ohne sich wirklich für das Leben eines Topmodels zu interessieren.;https://de.wikipedia.org/wiki/Charlize_Theron
24;de;Welcher Talentscout hat den ehrgeizigen Charlize zum Schauspielunterricht geschickt ?;John Crosby;Mike Lansburry;Eddy Michaels;Evan McCreedy;Expert;Er schickt sie hauptsächlich dorthin, um ihren sehr ausgeprägten Afrikaans-Akzent zu löschen, und teilt ihr Wissen mit ihr.;https://de.wikipedia.org/wiki/Charlize_Theron
25;de;Welche Netflix-TV-Serie hat Charlize Theron mit David Fincher produziert ?;« Mindhunter »;« Frontier »;« Iron Fist »;« Godless »;Expert;Der Charakter Holden Ford ist vom FBI-Agenten John Douglas und Bill Tench vom FBI-Agenten Robert Ressler inspiriert.;https://de.wikipedia.org/wiki/Mindhunter
26;de;Wann wurde Charlize Theron von Hasty Pudding Theatricals zur Frau des Jahres gewählt ?;2008;2010;2012;2014;Expert;Im selben Jahr erlaubte ihm jedoch nur der Blockbuster « Hancock », sich zu profilieren, ohne die Kritiker zu überzeugen.;https://de.wikipedia.org/wiki/Charlize_Theron
27;de;In welchem Film gibt Charlize Theron Jean Reno die Antwort ?;« The Last Face »;« Flarsky »;« Atomic Blonde »;« Dark Places »;Expert;Bevor Charlize Theron in den Hauptrollen bestätigt wurde, war Robin Wright an dem Film beteiligt.;
28;de;Wie heißt das kleine Mädchen, das Charlize Theron 2015 adoptiert hat ?;August;April;Juni;Januar;Expert;In Bezug auf die Ausbildung ihrer Kinder sagt die Schauspielerin, sie sei von den Franzosen inspiriert worden, um das Familien- und Berufsleben zu führen.;https://de.wikipedia.org/wiki/Charlize_Theron
29;de;Wer ist in Frankreich Charlize Therons reguläre französische Stimme ?;Barbara Kelsch;Anne Jolivet;Claude Chantal;Claudine Meunier;Expert;Barbara Kelsch ist insbesondere die reguläre französische Stimme von Milla Jovovich, Gwyneth Paltrow, Charlize Theron und Michelle Monaghan.;
30;de;Welche Organisation hat sie 2012 als Schauspielerin des Jahrzehnts ausgezeichnet ?;CinemaCon;Gotham Awards;Kamerabild;Berlinale;Expert;Die 2012 in CinemaCon Awards umbenannten Awards wurden 2013 mit dem Schwerpunkt Independent Cinema neu aufgelegt.;
1;es;Estadounidense naturalizada, ¿en qué país nació la actriz Charlize Theron ?;Sudáfrica;Australia;Irlanda;Sudán;Débutant;Charlize Theron comenzó su carrera como actriz en los Estados Unidos y saltó al estrellato internacional en la década de 1990.;https://es.wikipedia.org/wiki/Charlize_Theron
2;es;¿Con qué película Charlize Theron ganó un Oscar a la mejor actriz ?;« Monster »;« Sleepwalking »;« Hancock »;« Young Adult »;Débutant;« Monster », el primer largometraje dirigido por Patty Jenkins en 2003, narra la vida de Aileen Wuornos de una manera romántica.;https://es.wikipedia.org/wiki/Monster_(película)
3;es;¿Cuál de estas profesiones nunca ha ejercido Charlize Theron ?;Abogado;Actriz ","Actrice;Productor;Maniquí;Débutant;Charlize creció en un entorno rural en la granja de sus padres, quienes también eran dueños de una empresa de construcción de carreteras.;https://es.wikipedia.org/wiki/Charlize_Theron
4;es;¿A quién interpreta Charlize Theron como una esposa esquizofrénica en « The Devil's Associate » ?;Keanu Reeves;Joaquin Phoenix;Javier Bardem;Christoph Waltz;Débutant;El título de la película es una referencia a los defensores del diablo cuyo origen se remonta a los juicios de canonización de la Iglesia católica.;
5;es;¿Con qué miembro de su familia siempre ha tenido una relación cercana ?;Su madre;Su padre;Su hermano;Su hermana;Débutant;Su madre Gerda lo alentó continuamente a seguir una carrera como bailarina, luego modelo y finalmente actriz.;https://es.wikipedia.org/wiki/Charlize_Theron
6;es;¿En qué película Charlize Theron interpretó el papel de Aileen Wuornos ?;« Monster »;« Tully »;« Gringo »;« Young Adult »;Débutant;Estudió un documental de Nick Broomfield sobre este asesino en serie y pasó tiempo con uno de los amigos de Wuornos.;https://es.wikipedia.org/wiki/Monster_(película)
