1;fr;Quel club prestigieux et très fermé Kim Kardashian a-t-elle rejoint en avril 2021 ?;Milliardaire;Millionnaire;Centenaire;Grand-mère;Débutant;Grâce à ses investissements et ses marques KKW Beauty et Skims, Kim Kardashian est ainsi entrée dans ce club très fermé.;https://fr.wikipedia.org/wiki/Kim_Kardashian
18;fr;Quel palais fut perquisitionné suite aux dîners clandestins de Pierre-Jean Chalençon ?;Vivienne;Vermeille;Vauban;Vivaldi;Confirmé;Accusé d'organiser des dîners clandestins, Pierre-Jean Chalençon a d'abord nié, puis a reconnu avoir tenu des évènements professionnels.;https://fr.wikipedia.org/wiki/Pierre-Jean_Chalençon
19;fr;Quel couple a dû se séparer de son ranch en Suisse pour presque six millions d'euros ?;Schumacher;Smith;Juvet;Brosnan;Confirmé;Depuis le terrible accident dont a été victime l'ex-gloire de la Formule 1, les frais médicaux sont une véritable manne financière.;https://fr.wikipedia.org/wiki/Michael_Schumacher
20;fr;Quelle chanteuse a détruit Fabien Lecoeuvre après ses attaques sur son physique ?;Hoshi;Alesso;Pakita;Ortal;Confirmé;Outrés par les propos de Fabien Lecoeuvre, des internautes et des personnalités ont également pris la défense de l'artiste engagée.;https://fr.wikipedia.org/wiki/Hoshi_(chanteuse)
21;fr;Qui a invité sa maman à être figurante dans le clip de son dernier titre, « Le Reste » ?;Clara Luciani;Camille Lou;Olivia Ruiz;Julie Zenatti;Expert;Forte du succès de ses premiers titres comme celui de « La Grenade », la jeune femme de 28 ans continue son ascension.;https://fr.wikipedia.org/wiki/Clara_Luciani
22;fr;Quelle ex-femme de Marc Lavoine a elle aussi retrouvé l'amour ?;Sarah Poniatowski;Sophie Ferjani;Brigitte Saby;Régine Pello;Expert;Les Lavoine s'étaient unis le 25 mai 1995 lors d'un mariage catholique à Marrakech, une belle histoire dont sont nés trois enfants.;https://fr.wikipedia.org/wiki/Sarah_Poniatowski
23;fr;Quelle compagne de Thomas Ngigol a donné une interview très froide sur « Quotidien » ?;Karole Rocher;Garance Marillier;Karin Viard;Marina Foïs;Expert;Invitée pour la promotion du film « Madame Claude », elle a brièvement répondu aux questions, laissant parfois des silences très gênants.;https://fr.wikipedia.org/wiki/Karole_Rocher
24;fr;Quelle chroniqueuse de TPMP fut interrogée sur son abus d'UV ou de poudre bronzante ?;Nathalie Marquay;Valérie Bénaïm;Kelly Vedovelli;Géraldine Maillet;Expert;Il faut dire qu'hiver comme été, la femme de l'ancienne star du journal de 13 heures de TF1 affiche toujours une mine hâlée.;https://fr.wikipedia.org/wiki/Nathalie_Marquay
25;fr;À qui un fan a-t-il demandé d'envoyer des photos de ses avant-bras ?;Sandrine Quétier;Carole Rousseau;Karine Ferri;Laurence Boccolini;Expert;En 2017, Sandrine Quétier a décidé d'arrêter l'animation sur TF1 pour se consacrer à ses passions : la musique et la fiction.;https://fr.wikipedia.org/wiki/Sandrine_Quétier
26;fr;Quelle ancienne star de « Rintintin » a succombé à un AVC à l'âge de 77 ans ?;Lee Aaker;Zackary Arthur;Seth Adkins;Mateo Arias;Expert;Lee Aaker a tenu entre 1954 et 1959 le rôle d'un orphelin nommé Rusty dans la série « Rintintin », qui lui conféra un succès immédiat.;https://fr.wikipedia.org/wiki/Lee_Aaker
27;fr;Quelle nouvelle actrice de « Plus belle la vie » a été cambriolée pour un gros butin ?;Prudence Leroy;Colette Renard;Sylvie Flepp;Rebecca Hampton;Expert;C'est avec un butin de 100 000 euros (sept montres, deux ordinateurs portable et des bijoux de famille) que les voleurs sont repartis.;https://fr.wikipedia.org/wiki/Plus_belle_la_vie
28;fr;Quelle marque de soins de Jada Pinkett Smith est dédiée aux femmes de plus de 40 ans ?;Hey Humans;Senior Senior;Always Young;Big Five;Expert;Jada Pinkett Smith a souhaité créer une gamme de soins qui s'adresse à tous avec des produits qui ne dépassent pas les 6 euros.;https://fr.wikipedia.org/wiki/Jada_Pinkett_Smith
29;fr;Quelle mannequin belge fut jugé au tribunal pour avoir acheté son permis de conduire ?;Jade Lagardère;Yolande Gilot;Daphné Baiwir;Anne Libert;Expert;Le procès, qui a duré trois jours, s'est terminé en avril 2021 : l'épouse d'Arnaud Lagardère aurait versé 15 000 euros pour son permis.;https://fr.wikipedia.org/wiki/Jade_Lagardere
30;fr;Quel acteur fut à l'origine de la cagnotte Leetchi en faveur de Tonton David ?;Omar Sy;Jean Dujardin;Gérard Lanvin;Gérard Depardieu;Expert;Cette cagnotte permettra d'offrir à TonTon David des funérailles dignes et financera également la sortie de son dernier album.;https://fr.wikipedia.org/wiki/Omar_Sy
1;en;Which prestigious and very closed club did Kim Kardashian join in April 2021 ?;Billionaire;Millionaire;Centenary;Grandmother;Débutant;Thanks to its investments and its brands KKW Beauty and Skims, Kim Kardashian has thus entered this very closed club.;https://en.wikipedia.org/wiki/Kim_Kardashian
2;en;Which actor made his marriage proposal to Laeticia Hallyday in April 2021 ?;Jalil Lespert;Robinson Stévenin;Gaspard Ulliel;Louis Garrel;Débutant;It was on April 11, 2021, during a walk on the beach in Santa Monica with Jade, that Jalil Lespert made his request to Laetica.;https://en.wikipedia.org/wiki/Jalil_Lespert
3;en;Which contender has revealed to know the pot aux roses of Greg the Millionaire ?;Marjolaine;Martika;Marion;Monique;Débutant;The villa actually belonged to a friend of Marjolaine Bui, so she knew the house and had even been on vacation there before.;
4;en;Which Bridget Jones Performer Said To Follow The Ice Cube Diet ?;Renée Zellweger;Olivia Colman;Emma Stone;Brie Larson;Débutant;This diet is based on a very simple principle : suck ice cubes during the day as soon as you feel the urge to snack.;
5;en;What new destination seems to be very popular with influencers in 2021 ?;Dubai;Los Angeles;Sydney;Tokyo;Débutant;Among them, we can count Nabilla Benattia, Jessica Thivenin, Maddy Burciaga, Manon Marsault or Caroline Receveur.;
6;en;Which disco king passed away in April 2021 with heart failure ?;Patrick Juvet;Patrick Hernandez;George Benson;Dan Hartman;Débutant;The cremation took place in Spain, in family intimacy, what remains of the singer was then repatriated to Switzerland.;https://en.wikipedia.org/wiki/Patrick_Juvet
7;en;Which « Mom, I Missed the Plane » star became a dad for the first time ?;Macauley Culkin;Kevin Connolly;Gary Coleman;Francis Carpenter;Débutant;The child star and his wife Brenda Song, seen in the Disney franchise « Zack And Cody », have been parents since April 5, 2021.;https://en.wikipedia.org/wiki/Macaulay_Culkin
8;en;Who joined the ISS again on April 22, 2021 to become its captain ?;Thomas Pesquet;Jean-Loup Chrétien;Philippe Perrin;Michel Tognini;Débutant;Less than five years after his first trip to space, Thomas Pesquet boarded SpaceX's Crew-2 Dragon capsule.;https://en.wikipedia.org/wiki/Thomas_Pesquet
9;en;Which ex of Philippe Katerine and sister of singer Lio has become a grandmother ?;Helena Noguerra;Virginie Hocq;Virginie Efira;Natacha Régnier;Débutant;Time does not seem to have a hold on Helena Noguerra, mother of a young boy already aged 30, Tanel Derard.;https://en.wikipedia.org/wiki/Helena_Noguerra
10;en;Who would have celebrated on April 18, 2021 his porcelain wedding anniversary with Kobe Bryant ?;Vanessa Bryant;Carla Bryant;Patricia Bryant;Joanna Bryant;Débutant;On this occasion, the basketball player's widow took to her Instagram page to post a photo taken on their wedding day.;https://en.wikipedia.org/wiki/Kobe_Bryant
11;en;Which former Koh-Lanta adventurer lost 18 kilos, hospitalized for COVID-19 ?;Moundir;Tony;Romuald;François-David;Confirmé;With 80% affected lungs, Denis Brogniart's protégé had to spend four days in intensive care.;
12;en;Which C8 host has revealed becoming a grandfather for the fourth time ?;William Leymergie;Cyril Hanouna;Grégory Galiffi;Benjamin Castaldi;Confirmé;William Leymergie will therefore be able to bottle-feed the baby following the happy event awaiting his daughter Anna, now 30 years old.;https://en.wikipedia.org/wiki/William_Leymergie
13;en;Which French minister has the objective of creating relentless neighborhoods ?;Marlène Schiappa;Laura Flessel;Sylvie Goulard;Agnès Buzyn;Confirmé;The purpose of setting up a barometer will be to measure the extent of street harassment, and thus to identify red areas.;
14;en;Which chef unveiled his collection of photos for the 12th birthday of his daughter Quiterie ?;Hélène Darroze;Ghislaine Arabian;Anne-Sophie Pic;Flora Le Pape;Confirmé;Hélène Darroze became known to the general public thanks to the show « Top Chef » in which she has participated as a jury since 2015.;
15;en;Which Eurovision 2021 participant was forced to have an abortion three times ?;Barbara Pravi;Lisa Angell;Amandine Bourgeois;Virginie Pouchain;Confirmé;A doctor will put forward the idea of \u200b\u200bhyperfertility (not officially recognized by medicine), his contraception no longer sufficient.;https://en.wikipedia.org/wiki/Barbara_Pravi
16;en;Which father of Khalil, Matisse and Marcello embodies the teacher Nicolas Valeyre on the screen ?;JoeyStarr;Benjamin Biolay;Jean-Luc Reichmann;Guillaume Canet;Confirmé;Through this project, JoeyStarr had the opportunity to work with Barbara Schulz, who he says arrives every morning in a very good mood.;https://en.wikipedia.org/wiki/Joeystarr
17;en;Who made their first magazine cover, twenty years after their mother, Heidi ?;Leni Klum;Alexa Davalos;Camille Grammer;Lauren Bush;Confirmé;The 16-year-old aspiring model got her first fashion cover, posing for the German version of « Glamor » magazine.;
18;en;Which palace was raided following the underground dinners of Pierre-Jean Chalençon ?;Vivienne;Vermeille;Vauban;Vivaldi;Confirmé;Accused of organizing illegal dinners, Pierre-Jean Chalençon first denied, then admitted to having held professional events.;
19;en;Which couple had to part with their ranch in Switzerland for almost six million euros ?;Schumacher;Smith;Juvet;Brosnan;Confirmé;Since the terrible accident suffered by the former glory of Formula 1, medical costs have been a real financial windfall.;https://en.wikipedia.org/wiki/Michael_Schumacher
20;en;Which singer destroyed Fabien Lecoeuvre after his attacks on his physique ?;Hoshi;Alesso;Pakita;Ortal;Confirmé;Outraged by the words of Fabien Lecoeuvre, Internet users and personalities also defended the committed artist.;https://en.wikipedia.org/wiki/Hoshi_(singer)
21;en;Who invited her mom to be an extra in the music video for her latest song, « Le Reste » ?;Clara Luciani;Camille Lou;Olivia Ruiz;Julie Zenatti;Expert;Building on the success of her first titles such as « La Grenade », the 28-year-old continues her ascent.;https://en.wikipedia.org/wiki/Clara_Luciani
22;en;Which ex-wife of Marc Lavoine has also found love ?;Sarah Poniatowski;Sophie Ferjani;Brigitte Saby;Régine Pello;Expert;The Lavoine family were united on May 25, 1995 during a Catholic wedding in Marrakech, a beautiful story from which three children were born.;https://en.wikipedia.org/wiki/Sarah_Lavoine
23;en;Which partner of Thomas Ngigol gave a very cold interview on « Quotidien » ?;Karole Rocher;Garance Marillier;Karin Viard;Marina Foïs;Expert;Invited to promote the film « Madame Claude », she briefly answered questions, sometimes leaving very awkward silences.;https://en.wikipedia.org/wiki/Karole_Rocher
24;en;Which TPMP columnist was asked about her abuse of UV or bronzer ?;Nathalie Marquay;Valérie Bénaïm;Kelly Vedovelli;Geraldine Maillet;Expert;It must be said that in winter as in summer, the wife of the former star of the 13-hour newspaper of TF1 always displays a tanned face.;https://en.wikipedia.org/wiki/Nathalie_Marquay
25;en;Who has a fan asked to send photos of their forearms to ?;Sandrine Quétier;Carole Rousseau;Karine Ferri;Laurence Boccolini;Expert;In 2017, Sandrine Quétier decided to stop animation on TF1 to devote herself to her passions : music and fiction.;
26;en;Which former « Rintintin » star died of a stroke at the age of 77 ?;Lee Aaker;Zackary Arthur;Seth Adkins;Mateo Arias;Expert;Lee Aaker played between 1954 and 1959 the role of an orphan named Rusty in the series « Rintintin », which gave him immediate success.;https://en.wikipedia.org/wiki/Lee_Aaker
27;en;Which new « Plus belle la vie » actress has been robbed for a big booty ?;Prudence Leroy;Colette Renard;Sylvie Flepp;Rebecca Hampton;Expert;It was with a loot of 100,000 euros (seven watches, two laptops and family jewels) that the thieves left.;https://en.wikipedia.org/wiki/Plus_belle_la_vie
28;en;Which skincare brand from Jada Pinkett Smith is dedicated to women over 40 ?;Hey Humans;Senior Senior;Always Young;Big Five;Expert;Jada Pinkett Smith wanted to create a range of care that is aimed at everyone with products that do not exceed 6 euros.;https://en.wikipedia.org/wiki/Jada_Pinkett_Smith
29;en;Which Belgian model was tried in court for buying her driving license ?;Jade Lagardère;Yolande Gilot;Daphne Baiwir;Anne Libert;Expert;The trial, which lasted three days, ended in April 2021 : Arnaud Lagardère's wife reportedly paid 15,000 euros for her license.;https://en.wikipedia.org/wiki/Jade_Foret
30;en;Which actor was at the origin of the Leetchi kitty in favor of Tonton David ?;Omar Sy;Jean Dujardin;Gérard Lanvin;Gérard Depardieu;Expert;This kitty will provide TonTon David with a dignified funeral and will also finance the release of his latest album.;https://en.wikipedia.org/wiki/Omar_Sy
1;de;Welchem angesehenen und sehr geschlossenen Club trat Kim Kardashian im April 2021 bei ?;Milliardär;Millionär;Hundertjahrfeier;Großmutter;Débutant;Dank seiner Investitionen und seiner Marken KKW Beauty and Skims ist Kim Kardashian in diesen sehr geschlossenen Club eingetreten.;https://de.wikipedia.org/wiki/Kim_Kardashian
2;de;Welcher Schauspieler hat Laeticia Hallyday im April 2021 seinen Heiratsantrag gemacht ?;Jalil Lespert;Robinson Stévenin;Gaspard Ulliel;Louis Garrel;Débutant;Am 11. April 2021 während eines Spaziergangs am Strand von Santa Monica mit Jade, was Jalil Lespert auf Laetica aufgetragen hatte.;https://de.wikipedia.org/wiki/Jalil_Lespert
3;de;Welcher Anwärter hat bekannt gegeben, dass er die Pot Aux Roses von Greg the Millionaire kennt ?;Marjolaine;Martika;Marion;Monique;Débutant;Die Villa gehörte tatsächlich einer Freundin von Marjolaine Bui, daher kannte sie das Haus und war dort sogar schon einmal im Urlaub gewesen.;
4;de;Welcher Bridget Jones-Darsteller soll der Eiswürfel-Diät folgen ?;Renée Zellweger;Olivia Colman;Emma Stone;Brie Larson;Débutant;Diese Diät basiert auf einem sehr einfachen Prinzip : Saugen Sie tagsüber Eiswürfel, sobald Sie den Drang verspüren, etwas zu essen.;
5;de;Welches neue Ziel scheint bei Influencern im Jahr 2021 sehr beliebt zu sein ?;Dubai;Los Angeles;Sydney;Tokio;Débutant;Zu ihnen zählen Nabilla Benattia, Jessica Thivenin, Maddy Burciaga, Manon Marsault oder Caroline Receveur.;
6;de;Welcher Disco-König starb im April 2021 an Herzversagen ?;Patrick Juvet;Patrick Hernandez;George Benson;Dan Hartman;Débutant;Die Einäscherung fand in Spanien statt, in familiärer Intimität wurden die Überreste des Sängers in die Schweiz zurückgeführt.;https://de.wikipedia.org/wiki/Patrick_Juvet
7;de;Welche « Mutter, ich habe das Flugzeug verpasst » Star wurde zum ersten Mal Vater ?;Macauley Culkin;Kevin Connolly;Gary Coleman;Francis Carpenter;Débutant;Das Kind des Kindes und seine Frau Brenda-Song, vor allem im Disney « Zack und Cody » Franchise, waren seit dem 5. April 2021 Eltern.;https://de.wikipedia.org/wiki/Macaulay_Culkin
8;de;Wer trat am 22. April 2021 erneut der ISS bei, um deren Kapitän zu werden ?;Thomas Pesquet;Jean-Loup Chrétien;Philippe Perrin;Michel Tognini;Débutant;Weniger als fünf Jahre nach seiner ersten Reise ins All bestieg Thomas Pesquet die Crew-2 Dragon-Kapsel von SpaceX.;https://de.wikipedia.org/wiki/Thomas_Pesquet
9;de;Welcher Ex von Philippe Katerine und Schwester von Sänger Lio ist Großmutter geworden ?;Helena Noguerra;Virginie Hocq;Virginie Efira;Natacha Régnier;Débutant;Die Zeit scheint Helena Noguerra, Mutter eines bereits 30-jährigen Jungen, Tanel Derard, nicht im Griff zu haben.;https://de.wikipedia.org/wiki/Helena_Noguerra
10;de;Wer hätte am 18. April 2021 seinen Porzellanhochzeitstag mit Kobe Bryant gefeiert ?;Vanessa Bryant;Carla Bryant;Patricia Bryant;Joanna Bryant;Débutant;Bei dieser Gelegenheit besuchte die Witwe der Basketballspielerin ihre Instagram-Seite, um ein Foto zu veröffentlichen, das an ihrem Hochzeitstag aufgenommen wurde.;https://de.wikipedia.org/wiki/Kobe_Bryant
11;de;Welcher ehemalige Koh-Lanta-Abenteurer hat 18 Kilo abgenommen und wurde wegen COVID-19 ins Krankenhaus eingeliefert ?;Moundir;Tony;Romuald;François-David;Confirmé;Mit 80% betroffenen Lungen musste der Schützling von Denis Brogniart vier Tage auf der Intensivstation verbringen.;
12;de;Welcher C8-Gastgeber hat zum vierten Mal offenbart, Großvater zu werden ?;William Leymergie;Cyril Hanouna;Grégory Galiffi;Benjamin Castaldi;Confirmé;William Leymergie wird daher in der Lage sein, das Baby nach dem glücklichen Ereignis, das auf seine Tochter Anna wartet, die jetzt 30 Jahre alt ist, mit der Flasche zu füttern.;
13;de;Welcher französische Minister hat das Ziel, unerbittliche Nachbarschaften zu schaffen ?;Marlène Schiappa;Laura Flessel;Sylvie Goulard;Agnès Buzyn;Confirmé;Der Zweck der Einrichtung eines Barometers besteht darin, das Ausmaß der Belästigung auf der Straße zu messen und damit rote Bereiche zu identifizieren.;
14;de;Welcher Koch hat seine Fotosammlung zum 12. Geburtstag seiner Tochter Quiterie vorgestellt ?;Hélène Darroze;Ghislaine Arabian;Anne-Sophie Pic;Flora Le Pape;Confirmé;Hélène Darroze wurde der Öffentlichkeit dank der Show « Top Chef » bekannt, an der sie seit 2015 als Jury teilnimmt.;
15;de;Welcher Eurovision 2021-Teilnehmer musste dreimal abtreiben ?;Barbara Pravi;Lisa Angell;Amandine Bourgeois;Virginie Pouchain;Confirmé;Ein Arzt wird die Idee der Hyperfertilität (nicht offiziell von der Medizin anerkannt) vorbringen, seine Empfängnisverhütung reicht nicht mehr aus.;https://de.wikipedia.org/wiki/Barbara_Pravi
16;de;Welcher Vater von Khalil, Matisse und Marcello verkörpert den Lehrer Nicolas Valeyre auf der Leinwand ?;JoeyStarr;Benjamin Biolay;Jean-Luc Reichmann;Guillaume Canet;Confirmé;Durch dieses Projekt hatte JoeyStarr die Gelegenheit, mit Barbara Schulz zusammenzuarbeiten, die seiner Meinung nach jeden Morgen sehr gut gelaunt ankommt.;https://de.wikipedia.org/wiki/Joeystarr
17;de;Wer hat ihr erstes Magazin-Cover gemacht, zwanzig Jahre nach ihrer Mutter Heidi ?;Leni Klum;Alexa Davalos;Camille Grammer;Lauren Bush;Confirmé;Das 16-jährige aufstrebende Model bekam ihr erstes Fashion-Cover und posierte für die deutsche Version des « Glamour » -Magazins.;https://de.wikipedia.org/wiki/Leni_Klum
18;de;Welcher Palast wurde nach den unterirdischen Abendessen von Pierre-Jean Chalençon überfallen ?;Vivienne;Vermeille;Vauban;Vivaldi;Confirmé;Pierre-Jean Chalençon, der beschuldigt wurde, illegale Abendessen organisiert zu haben, bestritt dies zunächst und gab dann zu, professionelle Veranstaltungen abgehalten zu haben.;
19;de;Welches Paar musste sich für fast sechs Millionen Euro von seiner Ranch in der Schweiz trennen ?;Schumacher;Smith;Juvet;Brosnan;Confirmé;Seit dem schrecklichen Unfall, den der frühere Ruhm der Formel 1 erlitten hat, sind die medizinischen Kosten ein echter finanzieller Glücksfall.;https://de.wikipedia.org/wiki/Michael_Schumacher
20;de;Welcher Sänger hat Fabien Lecoeuvre nach seinen Angriffen auf seinen Körper zerstört ?;Hoshi;Alesso;Pakita;Ortal;Confirmé;Empört über die Worte von Fabien Lecoeuvre verteidigten Internetnutzer und Persönlichkeiten auch den engagierten Künstler.;
21;de;Wer hat ihre Mutter eingeladen, im Musikvideo zu ihrem neuesten Song « Le Reste » mitzuspielen ?;Clara Luciani;Camille Lou;Olivia Ruiz;Julie Zenatti;Expert;Aufbauend auf dem Erfolg ihrer ersten Titel wie « La Grenade » setzt die 28-Jährige ihren Aufstieg fort.;https://de.wikipedia.org/wiki/Clara_Luciani
22;de;Welche Exfrau von Marc Lavoine hat auch Liebe gefunden ?;Sarah Poniatowski;Sophie Ferjani;Brigitte Saby;Régine Pello;Expert;Die Familie Lavoine wurde am 25.;
23;de;Welcher Partner von Thomas Ngigol gab ein sehr kaltes Interview über « Quotidien » ?;Karole Rocher;Garance Marillier;Karin Viard;Marina Foïs;Expert;Eingeladen, für den Film « Madame Claude » zu werben, beantwortete sie kurz Fragen und hinterließ manchmal sehr unangenehme Stille.;https://de.wikipedia.org/wiki/Karole_Rocher
24;de;Welche TPMP-Kolumnistin wurde nach ihrem Missbrauch von UV oder Bronzer gefragt ?;Nathalie Marquay;Valérie Bénaïm;Kelly Vedovelli;Geraldine Maillet;Expert;Es muss gesagt werden, dass im Winter wie im Sommer die Frau des ehemaligen Stars der 13-Stunden-Zeitung von TF1 immer ein gebräuntes Gesicht zeigt.;
25;de;Wem hat ein Fan gebeten, Fotos seiner Unterarme zu senden ?;Sandrine Quétier;Carole Rousseau;Karine Ferri;Laurence Boccolini;Expert;2017 beschloss Sandrine Quétier, die Animation auf TF1 zu beenden, um sich ihren Leidenschaften zu widmen : Musik und Fiktion.;
26;de;Welcher ehemalige « Rintintin » -Star starb im Alter von 77 Jahren an einem Schlaganfall ?;Lee Aaker;Zackary Arthur;Seth Adkins;Mateo Arien;Expert;Lee Aaker spielte zwischen 1954 und 1959 die Rolle eines Waisenkindes namens Rusty in der Serie « Rintintin », die ihm sofortigen Erfolg bescherte.;https://de.wikipedia.org/wiki/Lee_Aaker
27;de;Welche neue « Plus belle la vie » Schauspielerin wurde wegen einer großen Beute ausgeraubt ?;Prudence Leroy;Colette Renard;Sylvie Flepp;Rebecca Hampton;Expert;Es ist mit einer Beute von 100.000 Euro (sieben Uhren, zwei Laptop-Computer und Familienschmuck), dass die Diebe zurückgegeben werden.;https://de.wikipedia.org/wiki/Plus_belle_la_vie
28;de;Welche Hautpflegemarke von Jada Pinkett Smith widmet sich Frauen über 40 ?;Hey Menschen;Senior Senior;Immer jung;Big Five;Expert;Jada Pinkett Smith wollte eine Reihe von Pflegeprodukten entwickeln, die sich an alle richten, deren Produkte 6 Euro nicht überschreiten.;https://de.wikipedia.org/wiki/Jada_Pinkett_Smith
29;de;Welches belgische Modell wurde vor Gericht gestellt, weil es ihren Führerschein gekauft hatte ?;Jade Lagardère;Yolande Gilot;Daphne Baiwir;Anne Libert;Expert;Die drei Tage dauerte Gerichtsverhandlung S4 ist im April 2021 fertiggestellt: Arnaud Lagardère ist für seine Lizenz 15.000 Euro.;
