1;fr;Le mot gladiateur vient du latin gladiator, traduisible par quel qualificatif ?;Épéiste;Courageux;Téméraire;Mortel;Débutant;Dans la Rome antique, les gladiateurs étaient des combattants professionnels qui s'affrontaient par paires bien définies.;https://fr.wikipedia.org/wiki/Gladiateur
15;fr;Combien de types de gladiateurs composent la majorité du corpus iconographique ?;Six;Huit;Dix;Douze;Confirmé;Certains auteurs pensent que le laniste, à un moment donné, tenait compte des besoins de l'école mais aussi des aptitudes physiques.;https://fr.wikipedia.org/wiki/Gladiateur
16;fr;Quelle libération dégageait les gladiateurs de leur obligation de combattre ?;Affranchissement;Amnistie;Calomnie;Sursis;Confirmé;Cette libération s'accompagnait de l'octroi symbolique d'une baguette spécifique leur permettant de devenir notable.;https://fr.wikipedia.org/wiki/Affranchissement
17;fr;Pour s'assurer la victoire, à quoi les gladiateurs recouraient-ils souvent ?;Magie;Drogue;Tricherie;Argent;Confirmé;Une pratique consistait à graver des textes de malédiction sur des lamelles de plomb enroulées puis à les enterrer.;https://fr.wikipedia.org/wiki/Gladiateur
18;fr;En l'honneur de quelle femme Jules César donna-t-il des combats de gladiateurs ?;Julia;Sophia;Carla;Maria;Confirmé;Ces jeux funéraires organisés en l'honneur de sa fille Julia n'étaient toutefois pas dépourvus d'arrière-pensées politiques.;https://fr.wikipedia.org/wiki/Gladiateur
19;fr;En quelle année a-t-on pu assister aux derniers combats de gladiateurs à Rome ?;418;632;844;229;Confirmé;En 404, l'empereur Honorius avait déjà interdit les combats de gladiateurs à la suite d'une importante rixe dans le Colisée.;https://fr.wikipedia.org/wiki/Gladiateur
20;fr;Quelle était la couleur de la tunique des arbitres des combats de gladiateurs ?;Blanche;Noire;Bleue;Rouge;Confirmé;Les combats très codifiés suivaient une règle avancée par l'arbitre du jeu (summa rudis) et son second (secunda rudis).;https://fr.wikipedia.org/wiki/Gladiateur
21;fr;Quel dieu des combattants était souvent invoqué par les gladiateurs ?;Hercule;Persée;Apollon;Pan;Expert;L'Hercule des Romains est parfois dépeint comme moins violent que son alter ego grec dans les récits où il intervient.;https://fr.wikipedia.org/wiki/Héraclès
22;fr;Comment désignait-on la catégorie à laquelle appartenaient les gladiateurs ?;Armatura;Batiata;Andala;Guerilla;Expert;L'origine des combats de gladiateurs se retrouve en Italie du sud, où le combat en armes avait pour but d'honorer un mort.;https://fr.wikipedia.org/wiki/Gladiateur
23;fr;Quel type de gladiateur est classiquement opposé au rétiaire ?;Secutor;Mirmillon;Provocator;Thrace;Expert;Le mirmillon, jusqu'alors premier opposant du rétiaire, avait un grand cimier sur le casque qui accrochait trop facilement le filet du rétiaire.;https://fr.wikipedia.org/wiki/Secutor
24;fr;Quel gladiateur réputé comme lourd est également appelé le gaulois ?;Mirmillon;Sagittarius;Parmatus;Scissor;Expert;Lourdement équipé, le mirmillon est armé de son glaive et protégé par son scutum, son casque, son ocrea et sa manica de cuir.;https://fr.wikipedia.org/wiki/Mirmillon
25;fr;Quel type de gladiateur démarrait généralement les après-midi de combats ?;Provocator;Secutor;Rétiaire;Mirmillon;Expert;Les gladiateurs équipés en provocator possèdent la même armatura et combattent donc face à un adversaire identiquement armé.;https://fr.wikipedia.org/wiki/Provocator
26;fr;Quel gladiateur à petit bouclier a pour adversaire principal le mirmillon ?;Thrace;Hoplomaque;Andabate;Venator;Expert;Les écrits de Cicéron sont les premiers documents à attester de l'existence des thraces, vers le milieu du premier siècle avant notre ère.;https://fr.wikipedia.org/wiki/Thrace_(gladiateur)
27;fr;Quel mystérieux gladiateur aurait eu pour arme un lacet étrangleur ?;Laquearius;Andabate;Hoplomaque;Hasdrubal;Expert;Vercingétorix fut exécuté à l'aide d'un lacet étrangleur en août 46 av. J.-C., dans les geôles de Rome, puis jeté aux égouts.;https://fr.wikipedia.org/wiki/Lacet_étrangleur
28;fr;Quel gladiateur possédait pour se battre une dague ainsi qu'une courte lance ?;Hoplomaque;Provocator;Thrace;Mirmillon;Expert;L'hoplomaque est, avec le thrace, le seul gladiateur à porter deux jambières très hautes au lieu d'une seule à la jambe gauche.;https://fr.wikipedia.org/wiki/Hoplomaque
29;fr;Qui prit en 326 par l'édit de Béryte la première mesure contre la gladiature ?;Constantin 1er;Vespasien;Sévère;Alexandre;Expert;Par cette mesure, l'empereur prescrit que des criminels condamnés à devenir gladiateurs soient envoyés travailler dans les mines.;https://fr.wikipedia.org/wiki/Constantin_Ier_(empereur_romain)
30;fr;Quel gladiateur combattait à cheval, aveuglé par un casque fermé ?;Andabate;Hoplomaque;Provocator;Rétiaire;Expert;Les gladiateurs qui perdaient la vue au cours d'un combat pouvaient devenir andabates pour éviter de se faire forcément tué.;https://fr.wikipedia.org/wiki/Andabate
1;en;The word gladiator comes from the Latin gladiatores, which can be translated by what qualifier ?;Epistle;Courageous;Timer;Mortal;Débutant;In ancient Rome, gladiators were professional fighters who clashed in well-defined pairs.;https://en.wikipedia.org/wiki/Gladiator
2;en;In what vast public building were gladiator fights generally organized ?;Amphitheater;Operate;Gallodrome;Forum;Débutant;Unlike the circuses and theaters of ancient Greece, the amphitheatres are monuments born in the Roman world.;https://en.wikipedia.org/wiki/Roman_amphitheatre
3;en;In which buried city of the Roman Empire was there a gladiator barracks ?;Pompeii;Saint-Pierre;Catania;Goma;Débutant;It was from the barracks that began the procession of gladiators and animals that were going to fight.;https://en.wikipedia.org/wiki/Pompeii
4;en;Which dealer was also a coach and owner of gladiators ?;Laniste;Steamer;Modiste;Gargotier;Débutant;The famous Cnaeus Lentulus Batiatus possessed a ludus in Capua, from where Spartacus and his companions escaped.;
5;en;Which laniste was the owner of the gladiator school of Capua ?;Batiatus;Caius;Titus;Scarpus;Débutant;The school in Capua was composed mainly of Thracians (including Spartacus) and Gauls (including Crixus).;https://en.wikipedia.org/wiki/Lentulus_Batiatus
6;en;Who is probably the most popular of Thracian gladiators ?;Spartacus;Ambiorix;Hasdrubal;Jugurtha;Débutant;Spartacus was the main leader of the revolts during the Third Servile War in Italy between 73 and 71 BC.;https://en.wikipedia.org/wiki/Spartacus
7;en;How does a Gladiator signal that he can not continue the fight ?;He raises his finger;He takes off his helmet;He screams;He throws his sword;Débutant;If the fight lasts too long, the editor may demand that the gladiators continue fighting then without a shield.;https://en.wikipedia.org/wiki/Gladiator
8;en;Which painting of Jean-Léon Gérôme represents a romantic vision of gladiature ?;« Down the Inches »;« The Dance of Death »;« Leo Nominor »;« Corinth »;Débutant;It was when seeing a copy of this painting exhibited in the United States that Ridley Scott planned to make a plumper, « Gladiator ».;https://en.wikipedia.org/wiki/Pollice_Verso_(Gérôme)
9;en;Which year before Christ dates the oldest gladiatorial combat mentioned in the texts ?;264;148;327;432;Débutant;This fight was quickly followed by many others and it was thus, in 105 BC, that the games became public.;https://en.wikipedia.org/wiki/Gladiator
10;en;Which of these famous Gallic gladiators belonged to Lentulus Batiatus ?;Crixus;Amador;Gannicus;Dessalines;Débutant;On the side of Spartacus, Crixus was one of the leaders of the slave rebellion that led to the Third Servile War.;https://en.wikipedia.org/wiki/Crixus
11;en;What is the name of the third slave rebellion against the Roman Republic ?;Spartacus War;Thrace War;War of Hercules;War of Auguste;Confirmé;Although the war of Spartacus is not historically noticeable, its historical impacts have been considerable.;https://en.wikipedia.org/wiki/Third_Servile_War
12;en;What gladiator was fighting with equipment some of whom are calling on a fisherman ?;Statutory;Secutor;Venator;Samnite;Confirmé;The lack of protection and the use of evasion tactics have made the lowest and most desperate slice of property.;https://en.wikipedia.org/wiki/Retiarius
13;en;What Roman emperor committed under his reign no less than 10,000 gladiators ?;Auguste;Marc Aurèle;Hadrian;Titus;Confirmé;With the reign of Augustus, born Caius Octavius, began for the Empire a period of stability known as « Pax Romana ».;https://en.wikipedia.org/wiki/Augustus
14;en;What was the main gladiatorial barracks in Rome, located near the Coliseum ?;Ludus Magnus;Piscarium Forum;Villa Publica;Divorum;Confirmé;It was one of four barracks built by Domitian besides Ludus Gallicus, Ludus Matutinus and Ludus Dacicus.;https://en.wikipedia.org/wiki/Ludus_Magnus
15;en;How many types of gladiators make up the majority of the iconographic corpus ?;Six;Eight;Ten;Twelve;Confirmé;Some authors believe that the laniste, at one point, took into account the needs of the school but also the physical aptitudes.;https://en.wikipedia.org/wiki/Gladiator
16;en;What liberation did the gladiators release from their obligation to fight ?;Postage;Amnesty;Slander;Sursis;Confirmé;This liberation was accompanied by the symbolic granting of a specific wand allowing them to become notable.;https://en.wikipedia.org/wiki/Manumission
17;en;To ensure victory, what were the gladiators often using ?;Magic;Drug;Cheating;Silver;Confirmé;One practice was to engrave cursory texts on coiled lead slats and then bury them.;https://en.wikipedia.org/wiki/Gladiator
18;en;In whose honor did Julius Caesar give gladiator fights ?;Julia;Sophia;Carla;Maria;Confirmé;These funeral games organized in honor of his daughter Julia were, however, not lacking political backdrops.;https://en.wikipedia.org/wiki/Gladiator
19;en;In what year were we able to witness the latest gladiatorial battles in Rome ?;418;632;844;229;Confirmé;In 404, Emperor Honorius had already banned gladiator fights following a major brawl in the Coliseum.;https://en.wikipedia.org/wiki/Gladiator
20;en;What was the color of the referee tunic of gladiator fights ?;Blanche;Black;Blue;Red;Confirmé;The highly codified fights followed a rule advanced by the referee of the game (summa rudis) and his second (secunda rudis).;https://en.wikipedia.org/wiki/Gladiator
21;en;What god of fighters was often invoked by gladiators ?;Hercules;Perseus;Apollon;Pan;Expert;The Hercules of the Romans is sometimes depicted as less violent than its Greek alter ego in the stories in which it occurs.;https://en.wikipedia.org/wiki/Heracles
22;en;How was the category to which the gladiators belonged ?;Armatura;Batiata;Andala;Guerilla;Expert;The origin of the gladiatorial fighting is found in southern Italy, where the fight in arms was intended to honor a dead person.;https://en.wikipedia.org/wiki/Gladiator
23;en;What type of gladiator is classically opposed to the ruler ?;Secutor;Mirmillon;Provocator;Thrace;Expert;The mirmillon, the first opponent of the cashier, had a big crest on the helmet that was too easily hanging on the net of the cashier.;https://en.wikipedia.org/wiki/Secutor
24;en;Which gladiator known as heavy is also called Gallic ?;Mirmillon;Sagittarius;Parmatus;Ocrea;Expert;Heavily equipped, the mirmillon is armed with his sword and protected by his scutum, his helmet, his ocrea and his leather manica.;https://en.wikipedia.org/wiki/Murmillo
25;en;What type of gladiator usually started in the afternoons of fighting ?;Provocator;Secutor;Statutory;Mirmillon;Expert;Gladiators equipped with a provocator have the same armor and fight against an identically armed opponent.;
26;en;Which small-arm gladiator's main opponent is the mirmillon ?;Thrace;Hoplomaque;Andabate;Venator;Expert;Cicero's writings are the first documents to attest to the existence of Thracians, around the middle of the first century before our era.;https://en.wikipedia.org/wiki/Thraex
27;en;What mysterious gladiator would have been armed with a strangling lace ?;Laquearius;Andabate;Hoplomaque;Hasdrubal;Expert;Vercingetorix was executed with a strangler lace in August 46 BC. J. - C., in the jails of Rome, then thrown in the sewers.;https://en.wikipedia.org/wiki/Garrote
28;en;Which gladiator possessed to fight a dagger and a short spear ?;Hoplomaque;Provocator;Thrace;Mirmillon;Expert;The hoplomaque is, with Thrace, the only gladiator to wear two very high leggings instead of just one in the left leg.;https://en.wikipedia.org/wiki/Hoplomachus
29;en;Who took in 326 by the statement of Béryte the first step against the gladiature ?;Constantine I;Vespasian;Severe;Alexandre;Expert;By this measure, the emperor prescribed that criminals condemned to become gladiators be sent to work in the mines.;https://en.wikipedia.org/wiki/Constantine_the_Great
30;en;What gladiator was fighting on horseback, blinded by a closed helmet ?;Andabate;Hoplomaque;Provocator;Statutory;Expert;Gladiators who lost their sight during a fight could become andabates to avoid being killed.;
1;de;Das Wort Gladiator stammt von den lateinischen Gladiatoren, die von welchem Qualifikator übersetzt werden können.;Brief;Mutig;Timer;Sterbliche;Débutant;Im antiken Rom waren Gladiatoren professionelle Kämpfer, die in klar definierten Paaren aufeinanderprallten.;https://de.wikipedia.org/wiki/Gladiator
2;de;In welchem riesigen öffentlichen Gebäude wurden Gladiatorenkämpfe allgemein organisiert ?;Amphitheater;Bedienen;Gallodrome;Forum;Débutant;Im Gegensatz zu den Zirkussen und Theatern des antiken Griechenland sind die Amphitheater Monumente, die in der römischen Welt geboren wurden.;
3;de;In welcher verschütteten Stadt des Römischen Reiches befand sich eine Gladiatorenkaserne ?;Pompeji;Saint-Pierre;Catania;Goma;Débutant;Es war von der Kaserne aus, die die Prozession der Gladiatoren und der Tiere begann, die kämpfen sollten.;https://de.wikipedia.org/wiki/Pompeji
4;de;Welcher Händler war auch Trainer und Besitzer von Gladiatoren ?;Laniste;Dampfgarer;Modiste;Gargotier;Débutant;Der berühmte Cnaeus Lentulus Batiatus besaß einen Ludus in Capua, aus dem Spartacus und seine Gefährten flüchteten.;
5;de;Welcher Laniste war der Besitzer der Gladiatorenschule in Capua ?;Batiatus;Caius;Titus;Scarpus;Débutant;Die Schule in Capua bestand hauptsächlich aus Thrakern (einschließlich Spartakus) und Gallier (einschließlich Crixus).;https://de.wikipedia.org/wiki/Gnaeus_Cornelius_Lentulus_Batiatus
6;de;Wer ist wahrscheinlich der beliebteste Gladiator aus Thrakien ?;Spartacus;Ambiorix;Hasdrubal;Jugurtha;Débutant;Spartacus war der Hauptführer der Rebellen während des dritten Servilenkrieges in Italien zwischen 73 und 71 v.;https://de.wikipedia.org/wiki/Spartacus
7;de;Wie signalisiert ein Gladiator, dass er den Kampf nicht fortsetzen kann ?;Er hebt den Finger;Er nimmt seinen Helm ab;Er schreit;Er wirft sein Schwert;Débutant;Wenn der Kampf zu lange dauert, kann der Redakteur verlangen, dass die Gladiatoren dann ohne Schild weiter kämpfen.;https://de.wikipedia.org/wiki/Gladiator
8;de;Welches Gemälde von Jean-Léon Gérôme repräsentiert eine romantische Vision der Gladiatur ?;« den Zoll hinunter »;« Der Totentanz »;« Leo Nominor »;« Korinth »;Débutant;Als Ridley Scott ein Exemplar dieses in den USA ausgestellten Gemäldes sah, plante er einen prickelnden Gladiator ».;
9;de;Welches Jahr vor Christus datiert der älteste Gladiatorenkampf, der in den Texten erwähnt wird ?;264;148;327;432;Débutant;Dieser Kampf wurde schnell von vielen anderen gefolgt, und so wurden die Spiele 105 v. Chr. Öffentlich.;https://de.wikipedia.org/wiki/Gladiator
10;de;Welcher dieser berühmten gallischen Gladiatoren gehörte zu Lentulus Batiatus ?;Crixus;Amador;Gannicus;Dessalines;Débutant;Auf der Seite von Spartacus war Crixus einer der Anführer der Sklavenaufstände, die zum Dritten Servile-Krieg führten.;https://de.wikipedia.org/wiki/Crixus
11;de;Wie heißt der dritte Sklavenaufstand gegen die römische Republik ?;Spartakuskrieg;Thrace War;Krieg des Herkules;Krieg von Auguste;Confirmé;Obwohl der Krieg von Spartacus historisch nicht wahrnehmbar ist, waren seine historischen Auswirkungen beträchtlich.;
12;de;Welcher Gladiator kämpfte mit Ausrüstung, von denen einige einen Fischer anrufen ?;Gesetzliche;Secutor;Venator;Samnite;Confirmé;Der mangelnde Schutz und die Anwendung von Ausweichmanövern haben das niedrigste und verzweifelteste Stück des Eigentums gemacht.;https://de.wikipedia.org/wiki/Retiarius
13;de;Welcher römische Kaiser hat unter seiner Regierung nicht weniger als 10.000 Gladiatoren begangen ?;Auguste;Marc Aurèle;Hadrian;Titus;Confirmé;Mit der Regierungszeit von Augustus, geborener Caius Octavius, begann für das Reich eine Periode der Stabilität, die als « Pax Romana » bekannt ist.;https://de.wikipedia.org/wiki/Augustus
14;de;Was war die größte Gladiatorenkaserne in Rom, in der Nähe des Kolosseums ?;Ludus Magnus;Piscarium Forum;Villa Publica;Divorum;Confirmé;Es war eine von vier Kasernen, die Domitian neben Ludus Gallicus, Ludus Matutinus und Ludus Dacicus errichtete.;https://de.wikipedia.org/wiki/Ludus_Magnus
15;de;Wie viele Arten von Gladiatoren machen die Mehrheit des ikonographischen Korpus aus ?;Sechs;Acht;Zehn;Zwölf;Confirmé;Einige Autoren glauben, dass die Laniste zu einem bestimmten Zeitpunkt die Bedürfnisse der Schule, aber auch die körperlichen Fähigkeiten berücksichtigt hat.;https://de.wikipedia.org/wiki/Gladiator
16;de;Welche Befreiung haben die Gladiatoren von ihrer Kampfpflicht befreit ?;Porto;Amnestie;Verleumdung;Sursis;Confirmé;Diese Befreiung wurde begleitet von der symbolischen Gewährung eines bestimmten Zauberstabes, der es ihnen ermöglichte, bemerkenswert zu werden.;https://de.wikipedia.org/wiki/Freilassung
17;de;Was waren die Gladiatoren, um den Sieg zu gewährleisten ?;Magie;Droge;Betrug;Silber;Confirmé;Eine Übung bestand darin, flüchtige Texte auf gewickelte Bleiglatten zu gravieren und sie dann zu begraben.;https://de.wikipedia.org/wiki/Gladiator
18;de;Zu wessen Ehren gab Julius Cäsar Gladiatorenkämpfe ?;Julia;Sophia;Carla;Maria;Confirmé;Diese zu Ehren seiner Tochter Julia organisierten Begräbnisspiele fehlten jedoch nicht an politischen Hintergründen.;https://de.wikipedia.org/wiki/Gladiator
19;de;In welchem Jahr konnten wir die jüngsten Gladiatorenkämpfe in Rom miterleben ?;418;632;844;229;Confirmé;Bereits im Jahr 404 hatte Kaiser Honorius Gladiatorenkämpfe nach einer großen Schlägerei im Kolosseum verboten.;https://de.wikipedia.org/wiki/Gladiator
20;de;Welche Farbe hatte die Schiedsrichter-Tunika der Gladiatorenkämpfe ?;Blanche;Schwarz;Blau;Rot;Confirmé;Die hoch kodifizierten Kämpfe folgten einer Regel, die vom Schiedsrichter (summa rudis) und seiner zweiten (secunda rudis) aufgestellt wurde.;https://de.wikipedia.org/wiki/Gladiator
21;de;Welcher Gott der Kämpfer wurde oft von Gladiatoren angerufen ?;Herkules;Perseus;Apollon;Pan;Expert;Der Herkules der Römer wird in den Geschichten, in denen er auftritt, manchmal als weniger gewalttätig dargestellt als sein griechisches Alter Ego.;https://de.wikipedia.org/wiki/Herakles
22;de;Wie war die Kategorie, zu der die Gladiatoren gehörten ?;Armatura;Batiata;Andala;Guerilla;Expert;Der Ursprung der Gladiatorenkämpfe liegt in Süditalien, wo der Kampf in Waffen einen Toten ehren sollte.;https://de.wikipedia.org/wiki/Gladiator
23;de;Welche Art von Gladiator ist dem Herrscher klassisch entgegengesetzt ?;Secutor;Mirmillon;Provokator;Thrace;Expert;Das Mirmillon, der erste Gegner des Kassierers, hatte einen großen Wappen auf dem Helm, der zu leicht am Netz des Kassierers hing.;https://de.wikipedia.org/wiki/Secutor
24;de;Welcher Gladiator, der als schwer bekannt ist, wird auch gallisch genannt ?;Mirmillon;Schütze;Parmatus;Ocrea;Expert;Das schwer ausgerüstete Mirmillon ist mit seinem Schwert bewaffnet und wird von Scutum, Helm, Orea und Ledermanica geschützt.;https://de.wikipedia.org/wiki/Murmillo
25;de;Welche Art von Gladiator begann normalerweise nach dem Kampf ?;Provokator;Secutor;Gesetzliche;Mirmillon;Expert;Gladiatoren, die mit einem Provokator ausgerüstet sind, haben die gleiche Rüstung und kämpfen gegen einen gleichbewaffneten Gegner.;https://de.wikipedia.org/wiki/Provocator
26;de;Welcher Gladiator des Gladiators ist das Mirmillon ?;Thrace;Hoplomaque;Andabate;Venator;Expert;Ciceros Schriften sind die ersten Dokumente, die die Existenz der Thraker um die Mitte des ersten Jahrhunderts vor unserer Ära belegen.;https://de.wikipedia.org/wiki/Thraex
27;de;Welcher mysteriöse Gladiator wäre mit einer erwürgenden Spitze bewaffnet worden ?;Laquearius;Andabate;Hoplomaque;Hasdrubal;Expert;Vercingetorix wurde im August 46 v. Chr. Mit Strangler-Spitze ausgeführt. J. - C., in den Gefängnissen Roms, dann in die Kanalisation geworfen.;https://de.wikipedia.org/wiki/Garrotte
28;de;Welcher Gladiator musste gegen einen Dolch und einen kurzen Speer kämpfen ?;Hoplomaque;Provokator;Thrace;Mirmillon;Expert;Das Hoplomaque ist mit Thrace der einzige Gladiator, der zwei sehr hohe Leggings trägt, anstatt nur eine im linken Bein.;https://de.wikipedia.org/wiki/Hoplomachus
29;de;Wer hat 326 mit der Erklärung von Béryte den ersten Schritt gegen die Gladiatur unternommen ?;Konstantin I;Vespasian;Schwere;Alexandre;Expert;Durch diese Maßnahme hat der Kaiser vorgeschrieben, dass Straftäter, die zu Gladiatoren wurden, in die Minen geschickt werden sollen.;https://de.wikipedia.org/wiki/Konstantin_der_Große
30;de;Welcher Gladiator kämpfte zu Pferd, geblendet von einem geschlossenen Helm ?;Andabate;Hoplomaque;Provokator;Gesetzliche;Expert;Gladiatoren, die während eines Kampfes ihr Augenlicht verloren haben, könnten sich zu Töchtern entwickeln, um nicht getötet zu werden.;
1;es;La palabra gladiador proviene del latín gladiatores, que puede traducirse por qué calificador ?;Epístola;Valiente;Temporizador;Mortal;Débutant;En la antigua Roma, los gladiadores eran luchadores profesionales que se enfrentaron en parejas bien definidas.;https://es.wikipedia.org/wiki/Gladiador
2;es;¿En qué vasto edificio público se organizaron generalmente las luchas de gladiadores ?;Anfiteatro;Operar;Galódromo;Foro;Débutant;A diferencia de los circos y teatros de la antigua Grecia, los anfiteatros son monumentos nacidos en el mundo romano.;https://es.wikipedia.org/wiki/Historia_del_anfiteatro_romano
3;es;¿En qué ciudad enterrada del Imperio Romano había un cuartel de gladiadores ?;Pompeya;Saint-Pierre;Catania;Goma;Débutant;Fue desde el cuartel que comenzó la procesión de gladiadores y animales que iban a luchar.;https://es.wikipedia.org/wiki/Pompeya
4;es;¿Qué comerciante también fue entrenador y dueño de gladiadores ?;Laniste;Vapor;Modiste;Gargotier;Débutant;El famoso Cneo Lentulus Batiatus poseía un ludus en Capua, de donde escaparon Espartaco y sus compañeros.;
5;es;¿Qué laniste era el dueño de la escuela de gladiadores de Capua ?;Batiatus;Caius;Tito;Scarpus;Débutant;La escuela en Capua estaba compuesta principalmente de tracios (incluyendo Spartacus) y galos (incluyendo Crixus).;https://es.wikipedia.org/wiki/Léntulo_Batiato
6;es;¿Quién es probablemente el más popular de los gladiadores tracios ?;Espartaco;Ambiorix;Hasdrubal;Jugurtha;Débutant;Espartaco fue el principal líder de los rebeldes durante la Tercera Guerra Servil en Italia entre el 73 y el 71 a. C.;https://es.wikipedia.org/wiki/Espartaco
7;es;¿Cómo señala un Gladiador que no puede continuar la lucha ?;Levanta el dedo;Se quita el casco;El grita;Arroja su espada;Débutant;Si la lucha dura demasiado tiempo, el editor puede exigir que los gladiadores continúen luchando sin un escudo.;https://es.wikipedia.org/wiki/Gladiador
8;es;¿Qué pintura de Jean-Léon Gérôme representa una visión romántica de la gladiador ?;« Abajo de las pulgadas »;« La danza de la muerte »;« Leo Nominor »;« Corinto »;Débutant;Fue al ver una copia de esta pintura expuesta en los Estados Unidos que Ridley Scott planeó hacer un regordete, « Gladiator ».;
9;es;¿Qué año antes de Cristo data el combate de gladiadores más antiguo mencionado en los textos ?;264;148;327;432;Débutant;Esta pelea fue seguida rápidamente por muchos otros y fue así, en el 105 aC, que los juegos se hicieron públicos.;https://es.wikipedia.org/wiki/Gladiador
10;es;¿Cuál de estos famosos gladiadores galos pertenecía al Lentulus Batiatus ?;Crixus;Amador;Gannicus;Dessalines;Débutant;Del lado de Espartaco, Crixus fue uno de los líderes de la rebelión de esclavos que condujo a la Tercera Guerra de los Serviles.;https://es.wikipedia.org/wiki/Crixo
11;es;¿Cuál es el nombre de la tercera rebelión de esclavos contra la República romana ?;Guerra de espartaco;Guerra de Tracia;Guerra de Hércules;Guerra de Auguste;Confirmé;Aunque la guerra de Espartaco no es históricamente notable, sus impactos históricos han sido considerables.;https://es.wikipedia.org/wiki/Tercera_guerra_servil
12;es;¿Qué gladiador luchaba con el equipo, algunos de los cuales están llamando a un pescador ?;Estatutario;Secutor;Venator;Samnita;Confirmé;La falta de protección y el uso de tácticas de evasión han hecho la parte más baja y desesperada de la propiedad.;https://es.wikipedia.org/wiki/Reciario
